tpr	epq	fpr	precision	score
0.01	0	0	1	6.58e-09
0.02	0	0	1	2.37e-07
0.03	0	0	1	2.82e-06
0.04	0	0	1	2e-05
0.05	0	0	1	8.87e-05
0.06	0.0001784	7.329e-05	0.9999	0.000263
0.07	0.0007136	0.0002512	0.9997	0.000651
0.08	0.00107	0.0003297	0.9997	0.0014
0.09	0.001606	0.0004396	0.9996	0.0026
0.1	0.002498	0.0006153	0.9994	0.0044
0.11	0.003746	0.0008389	0.9992	0.0071
0.12	0.00446	0.0009154	0.9991	0.0107
0.13	0.005173	0.0009801	0.999	0.0157
0.14	0.006422	0.00113	0.9989	0.0226
0.15	0.007849	0.001288	0.9987	0.0313
0.16	0.009633	0.001482	0.9985	0.0427
0.17	0.01106	0.001601	0.9984	0.0573
0.18	0.0132	0.001805	0.9982	0.0749
0.19	0.01552	0.00201	0.998	0.0967
0.2	0.02069	0.002544	0.9975	0.1244
0.21	0.0248	0.002903	0.9971	0.1574
0.22	0.03247	0.003625	0.9964	0.2005
0.23	0.04389	0.004682	0.9953	0.2547
0.24	0.05602	0.005721	0.9943	0.318
0.25	0.07457	0.0073	0.9927	0.3983
0.26	0.1006	0.00945	0.9906	0.502
0.27	0.1319	0.0119	0.9881	0.6346
0.28	0.1718	0.0149	0.9851	0.7966
0.29	0.224	0.01868	0.9813	1
0.3	0.294	0.02359	0.9764	1.3
0.31	0.391	0.03015	0.9698	1.6
0.32	0.5154	0.03819	0.9618	2
0.33	0.6948	0.04934	0.9507	2.6
0.34	0.9316	0.06327	0.9367	3.2
0.35	1.269	0.08203	0.918	4.2
0.36	1.791	0.1093	0.8907	5.4
0.37	2.559	0.1456	0.8544	7.2
0.38	3.816	0.1985	0.8015	9.8
0.39	3.91	0.2021	0.7979	10
SEPQ0.1=0.2599 SEPQ1=0.3426 SEPQ10=0.3805 S1FP=0.2194 N1FP=99753 area=6.44
