tpr	epq	fpr	precision	score
0.01	0	0	1	38.7
0.02	0	0	1	34.4
0.03	0	0	1	32.3
0.04	0	0	1	30.6
0.05	0.0001784	0.0003678	0.9996	29
0.06	0.0007136	0.001225	0.9988	27.6
0.07	0.000892	0.001312	0.9987	26.3
0.08	0.001606	0.002065	0.9979	25
0.09	0.001784	0.00204	0.998	24.1
0.1	0.001784	0.001836	0.9982	23.2
0.11	0.001784	0.00167	0.9983	22.4
0.12	0.002676	0.002294	0.9977	21.6
0.13	0.003568	0.002822	0.9972	20.9
0.14	0.00553	0.004057	0.9959	20.1
0.15	0.009455	0.006458	0.9935	19.4
0.16	0.01409	0.009001	0.991	18.8
0.17	0.01695	0.01018	0.9898	18.3
0.18	0.02239	0.01266	0.9873	17.8
0.19	0.02676	0.01432	0.9857	17.4
0.2	0.03247	0.01646	0.9835	17
0.21	0.03657	0.01764	0.9824	16.6
0.22	0.04344	0.01995	0.98	16.2
0.23	0.04835	0.02121	0.9788	15.9
0.24	0.05289	0.02222	0.9778	15.6
0.25	0.05789	0.02332	0.9767	15.3
0.26	0.06271	0.02427	0.9757	14.9
0.27	0.06922	0.02576	0.9742	14.6
0.28	0.07573	0.02713	0.9729	14.4
0.29	0.08367	0.02889	0.9711	14.1
0.3	0.08804	0.02937	0.9706	13.9
0.31	0.09455	0.03049	0.9695	13.6
0.32	0.09865	0.03081	0.9692	13.4
0.33	0.1086	0.03281	0.9672	13.2
0.34	0.1159	0.03395	0.9661	13
0.35	0.1239	0.03522	0.9648	12.8
0.36	0.131	0.03618	0.9638	12.6
0.37	0.1389	0.03726	0.9627	12.4
0.38	0.1472	0.03841	0.9616	12.3
0.39	0.1574	0.03996	0.96	12.1
0.4	0.1691	0.04178	0.9582	11.9
0.41	0.18	0.04331	0.9567	11.7
0.42	0.191	0.04479	0.9552	11.6
0.43	0.2037	0.04658	0.9534	11.4
0.44	0.2161	0.04821	0.9518	11.3
0.45	0.2279	0.04963	0.9504	11.1
0.46	0.2417	0.0514	0.9486	11
0.47	0.2564	0.05327	0.9467	10.9
0.48	0.2705	0.05493	0.9451	10.7
0.49	0.2829	0.0562	0.9438	10.6
0.5	0.2999	0.05824	0.9418	10.5
0.51	0.3225	0.06121	0.9388	10.3
0.52	0.3421	0.06353	0.9365	10.2
0.53	0.368	0.06682	0.9332	10.1
0.54	0.3963	0.07036	0.9296	9.9
0.55	0.4244	0.07371	0.9263	9.8
0.56	0.4551	0.07732	0.9227	9.7
0.57	0.5013	0.08315	0.9169	9.6
0.58	0.543	0.08805	0.912	9.4
0.59	0.6032	0.09538	0.9046	9.3
0.6	0.6601	0.1019	0.8981	9.2
0.61	0.7354	0.1106	0.8894	9.1
0.62	0.823	0.1204	0.8796	8.9
0.63	0.9211	0.131	0.869	8.8
0.64	1.013	0.1403	0.8597	8.7
0.65	1.13	0.152	0.848	8.6
0.66	1.291	0.1679	0.8321	8.4
0.67	1.481	0.1857	0.8143	8.3
0.68	1.663	0.2014	0.7986	8.2
0.69	1.897	0.2209	0.7791	8
0.7	2.181	0.2432	0.7568	7.9
0.71	2.492	0.2658	0.7342	7.8
0.72	2.895	0.2931	0.7069	7.6
0.73	3.324	0.3195	0.6805	7.5
0.74	3.864	0.35	0.65	7.3
0.75	4.471	0.3807	0.6193	7.2
0.76	5.219	0.4146	0.5854	7
0.77	6.133	0.4509	0.5491	6.8
0.78	7.185	0.4871	0.5129	6.7
0.79	8.499	0.5259	0.4741	6.5
0.8	10.11	0.5658	0.4342	6.3
0.81	11.99	0.6041	0.3959	6.1
0.82	14.24	0.6416	0.3584	5.9
0.83	17.02	0.6789	0.3211	5.7
0.84	20.19	0.7125	0.2875	5.5
0.85	24.53	0.7485	0.2515	5.3
0.86	30.47	0.7851	0.2149	5
0.87	37.58	0.8167	0.1833	4.8
0.88	47.64	0.8481	0.1519	4.5
0.89	60.2	0.8746	0.1254	4.2
0.9	78.4	0.8998	0.1002	3.9
0.91	105.7	0.923	0.07705	3.5
0.92	146.4	0.9426	0.05743	3.1
0.93	235.9	0.9632	0.03682	2.5
0.94	342.5	0.9742	0.02579	2
SEPQ0.1=0.3210 SEPQ1=0.6383 SEPQ10=0.7994 S1FP=3.2405 N1FP=352302 area=30.4
