tpr	epq	fpr	precision	score
0.01	0	0	1	5.45e-07
0.02	0	0	1	6.42e-05
0.03	0.0007136	0.00077	0.9992	0.000644
0.04	0.001427	0.001155	0.9988	0.0023
0.05	0.003211	0.002076	0.9979	0.006
0.06	0.004638	0.002498	0.9975	0.012
0.07	0.006065	0.002799	0.9972	0.0215
0.08	0.008385	0.003384	0.9966	0.0348
0.09	0.01088	0.003902	0.9961	0.053
0.1	0.01338	0.004316	0.9957	0.0767
0.11	0.01713	0.005019	0.995	0.1063
0.12	0.02319	0.006222	0.9938	0.1436
0.13	0.02997	0.007413	0.9926	0.1923
0.14	0.04371	0.01001	0.99	0.2538
0.15	0.05869	0.01252	0.9875	0.3285
0.16	0.07983	0.01591	0.9841	0.4264
0.17	0.1122	0.02094	0.9791	0.5547
0.18	0.15	0.02629	0.9737	0.7128
0.19	0.1977	0.0326	0.9674	0.9054
0.2	0.2639	0.041	0.959	1.2
0.21	0.3446	0.05047	0.9495	1.5
0.22	0.4562	0.06295	0.9371	1.8
0.23	0.6088	0.07898	0.921	2.3
0.24	0.7989	0.09735	0.9027	2.9
0.25	1.054	0.1202	0.8798	3.6
0.26	1.422	0.1505	0.8495	4.5
0.27	1.957	0.1902	0.8098	5.8
0.28	2.716	0.2391	0.7609	7.5
0.29	3.848	0.3007	0.6993	9.9
0.3	3.91	0.3037	0.6963	10
SEPQ0.1=0.1661 SEPQ1=0.2482 SEPQ10=0.2904 S1FP=0.2883 N1FP=99753 area=4.29
