tpr	epq	fpr	precision	score
0.01	0.08982	0.1475	0.8525	13.8
0.02	0.1328	0.1134	0.8866	12.6
0.03	0.1738	0.1004	0.8996	11.8
0.04	0.2159	0.0942	0.9058	11.3
0.05	0.2553	0.08957	0.9104	10.9
0.06	0.296	0.08683	0.9132	10.5
0.07	0.3522	0.08838	0.9116	10.1
0.08	0.4299	0.09384	0.9062	9.8
0.09	0.5388	0.1034	0.8966	9.5
0.1	0.69	0.1174	0.8826	9.1
0.11	0.9096	0.1374	0.8626	8.8
0.12	1.214	0.1632	0.8368	8.5
0.13	1.621	0.1938	0.8062	8.2
0.14	2.111	0.2251	0.7749	7.9
0.15	2.701	0.2576	0.7424	7.7
0.16	3.401	0.2906	0.7094	7.4
0.17	4.206	0.3228	0.6772	7.2
0.18	5.105	0.3534	0.6466	7
0.19	6.095	0.382	0.618	6.8
0.2	7.155	0.4081	0.5919	6.7
0.21	8.312	0.4327	0.5673	6.5
0.22	9.511	0.4545	0.5455	6.3
0.23	10.82	0.4755	0.5245	6.2
0.24	12.21	0.4951	0.5049	6.1
0.25	13.75	0.5145	0.4855	5.9
0.26	15.33	0.5319	0.4681	5.8
0.27	16.94	0.5472	0.4528	5.7
0.28	18.6	0.5614	0.4386	5.6
0.29	20.41	0.5756	0.4244	5.5
0.3	22.26	0.5884	0.4116	5.4
0.31	24.17	0.6003	0.3997	5.3
0.32	26.1	0.6111	0.3889	5.2
0.33	28.18	0.622	0.378	5.1
0.34	30.42	0.6329	0.3671	5
0.35	32.68	0.6427	0.3573	4.9
0.36	34.99	0.6519	0.3481	4.8
0.37	37.33	0.6603	0.3397	4.8
0.38	40.04	0.67	0.33	4.7
0.39	42.68	0.6783	0.3217	4.6
0.4	45.54	0.6869	0.3131	4.5
0.41	48.28	0.6941	0.3059	4.5
0.42	51.31	0.7019	0.2981	4.4
0.43	54.3	0.7087	0.2913	4.3
0.44	57.54	0.7159	0.2841	4.2
0.45	61.05	0.7233	0.2767	4.2
0.46	64.6	0.7302	0.2698	4.1
0.47	68.23	0.7367	0.2633	4
0.48	71.96	0.7428	0.2572	4
0.49	76.04	0.7494	0.2506	3.9
0.5	80.3	0.7558	0.2442	3.8
0.51	84.52	0.7615	0.2385	3.8
0.52	88.88	0.7671	0.2329	3.7
0.53	93.43	0.7726	0.2274	3.7
0.54	98.62	0.7787	0.2213	3.6
0.55	104	0.7847	0.2153	3.5
0.56	109.3	0.7899	0.2101	3.5
0.57	115.2	0.7956	0.2044	3.4
0.58	121.6	0.8016	0.1984	3.3
0.59	127.7	0.8066	0.1934	3.3
0.6	134.7	0.8123	0.1877	3.2
0.61	142	0.8177	0.1823	3.1
0.62	149.4	0.8228	0.1772	3.1
0.63	157.2	0.8278	0.1722	3
0.64	166.1	0.8334	0.1666	2.9
0.65	175	0.8384	0.1616	2.9
0.66	185	0.8438	0.1562	2.8
0.67	195.8	0.8492	0.1508	2.7
0.68	206.2	0.8539	0.1461	2.7
0.69	218.3	0.8591	0.1409	2.6
0.7	231.5	0.8644	0.1356	2.5
0.71	246.3	0.8699	0.1301	2.4
0.72	260.7	0.8746	0.1254	2.4
0.73	278.6	0.8803	0.1197	2.3
0.74	297.7	0.8858	0.1142	2.2
0.75	318.8	0.8912	0.1088	2.1
0.76	341.9	0.8966	0.1034	2
0.77	342.5	0.8967	0.1033	2
SEPQ0.1=0.0127 SEPQ1=0.1133 SEPQ10=0.2238 S1FP=0.6056 N1FP=352302 area=2.53
