tpr	epq	fpr	precision	score
0.01	0	0	1	5.45e-07
0.02	0	0	1	6.42e-05
0.03	0.0007136	0.00077	0.9992	0.000643
0.04	0.001427	0.001155	0.9988	0.0023
0.05	0.003033	0.001961	0.998	0.0059
0.06	0.004638	0.002498	0.9975	0.0117
0.07	0.006065	0.002799	0.9972	0.0208
0.08	0.008028	0.00324	0.9968	0.0333
0.09	0.01124	0.004029	0.996	0.0501
0.1	0.01374	0.004431	0.9956	0.0709
0.11	0.01659	0.004862	0.9951	0.096
0.12	0.0223	0.005984	0.994	0.1268
0.13	0.02801	0.006931	0.9931	0.163
0.14	0.03746	0.008595	0.9914	0.2071
0.15	0.05209	0.01113	0.9889	0.2581
0.16	0.06565	0.01312	0.9869	0.3167
0.17	0.08456	0.01586	0.9841	0.3855
0.18	0.1124	0.01983	0.9802	0.4661
0.19	0.1434	0.02387	0.9761	0.5584
0.2	0.1818	0.0286	0.9714	0.6626
0.21	0.2248	0.03351	0.9665	0.7767
0.22	0.2778	0.0393	0.9607	0.9062
0.23	0.3414	0.04588	0.9541	1
0.24	0.4224	0.05394	0.9461	1.2
0.25	0.5008	0.06095	0.9391	1.4
0.26	0.6013	0.0697	0.9303	1.5
0.27	0.7204	0.07956	0.9204	1.7
0.28	0.8586	0.09037	0.9096	1.9
0.29	1.032	0.1034	0.8966	2.2
0.3	1.227	0.117	0.883	2.4
0.31	1.46	0.1324	0.8676	2.7
0.32	1.706	0.1473	0.8527	3
0.33	1.996	0.1638	0.8362	3.2
0.34	2.344	0.1826	0.8174	3.6
0.35	2.723	0.2013	0.7987	3.9
0.36	3.168	0.2218	0.7782	4.2
0.37	3.698	0.2446	0.7554	4.6
0.38	4.279	0.2673	0.7327	5
0.39	4.948	0.2913	0.7087	5.5
0.4	5.727	0.3169	0.6831	5.9
0.41	6.577	0.342	0.658	6.4
0.42	7.562	0.3684	0.6316	6.9
0.43	8.655	0.3947	0.6053	7.4
0.44	9.909	0.4218	0.5782	8
0.45	11.25	0.4474	0.5526	8.6
0.46	12.83	0.4746	0.5254	9.2
0.47	14.63	0.5021	0.4979	9.9
0.48	16.62	0.5287	0.4713	10.5
0.49	18.76	0.5536	0.4464	11.2
0.5	21.33	0.5802	0.4198	12
0.51	24.23	0.6062	0.3938	12.8
0.52	27.43	0.6309	0.3691	13.7
0.53	31	0.6546	0.3454	14.6
0.54	35.01	0.6775	0.3225	15.5
0.55	39.45	0.6991	0.3009	16.5
0.56	44.73	0.7213	0.2787	17.6
0.57	50.65	0.7422	0.2578	18.7
0.58	57.41	0.7623	0.2377	20
0.59	65.12	0.7815	0.2185	21.3
0.6	73.2	0.7981	0.2019	22.5
0.61	82.9	0.8149	0.1851	24
0.62	93.76	0.8305	0.1695	25.6
0.63	106.2	0.8453	0.1547	27.2
0.64	120.6	0.8592	0.1408	29.1
0.65	135.7	0.8712	0.1288	30.9
0.66	153.1	0.8826	0.1174	32.9
0.67	172.7	0.8931	0.1069	35
0.68	195.1	0.9029	0.09714	37.3
0.69	218.6	0.9112	0.08878	39.6
0.7	244.9	0.9189	0.08109	42.1
0.71	275.1	0.9262	0.07378	44.8
0.72	309.2	0.9329	0.06705	47.8
0.73	346.7	0.939	0.06102	50.9
0.74	390.3	0.9447	0.05529	54.5
0.75	434.1	0.9494	0.05062	57.9
0.76	484.4	0.9538	0.0462	61.8
0.77	538	0.9577	0.04231	65.8
0.78	600	0.9614	0.03858	70.4
0.79	668.6	0.9648	0.03519	75.4
0.8	740.7	0.9677	0.03226	80.6
0.81	824.3	0.9706	0.02944	86.6
0.82	911.2	0.973	0.02703	92.9
0.83	1009	0.9752	0.02476	100
0.84	1115	0.9773	0.02273	107.7
0.85	1234	0.9792	0.02082	116.6
0.86	1363	0.9809	0.0191	126.4
0.87	1510	0.9825	0.01747	138
0.88	1676	0.9841	0.01594	151.8
0.89	1854	0.9854	0.0146	167.2
0.9	2049	0.9866	0.01338	185.4
0.91	2274	0.9878	0.0122	208.1
0.92	2529	0.9889	0.0111	236.8
0.93	2821	0.9899	0.01007	274.1
0.94	3151	0.9909	0.009125	323.8
0.95	3527	0.9918	0.008245	393.9
0.96	3995	0.9926	0.007364	509.9
0.97	4605	0.9935	0.00646	746
0.98	5744	0.9948	0.005239	2121
0.99	6623	0.9954	0.004568	1e+06
SEPQ0.1=0.1756 SEPQ1=0.2883 SEPQ10=0.4407 S1FP=0.7229 N1FP=250173 area=9.54
