tpr	epq	fpr	precision	score
0.01	0	0	1	6.71e-09
0.02	0	0	1	2.51e-07
0.03	0	0	1	2.95e-06
0.04	0.0001784	0.0001099	0.9999	2.01e-05
0.05	0.0005352	0.0002638	0.9997	9.07e-05
0.06	0.001427	0.000586	0.9994	0.000272
0.07	0.002141	0.0007533	0.9992	0.000655
0.08	0.002587	0.0007965	0.9992	0.0014
0.09	0.003746	0.001025	0.999	0.0026
0.1	0.00553	0.001361	0.9986	0.0043
0.11	0.009098	0.002035	0.998	0.0069
0.12	0.01213	0.002486	0.9975	0.0103
0.13	0.01499	0.002834	0.9972	0.0151
0.14	0.01891	0.003319	0.9967	0.0212
0.15	0.02408	0.003942	0.9961	0.0286
0.16	0.03175	0.004869	0.9951	0.038
0.17	0.03996	0.005761	0.9942	0.0495
0.18	0.04906	0.006674	0.9933	0.064
0.19	0.05941	0.007649	0.9924	0.0806
0.2	0.07136	0.008719	0.9913	0.1006
0.21	0.08652	0.01005	0.9899	0.1237
0.22	0.1033	0.01144	0.9886	0.1504
0.23	0.1224	0.01295	0.9871	0.1832
0.24	0.1513	0.0153	0.9847	0.221
0.25	0.1784	0.01729	0.9827	0.2631
0.26	0.2155	0.02002	0.98	0.3106
0.27	0.2606	0.02324	0.9768	0.3679
0.28	0.3079	0.02639	0.9736	0.4318
0.29	0.3668	0.03024	0.9698	0.5051
0.3	0.4389	0.03481	0.9652	0.5901
0.31	0.5291	0.04038	0.9596	0.6856
0.32	0.6329	0.04649	0.9535	0.7891
0.33	0.7477	0.0529	0.9471	0.9063
0.34	0.8734	0.05956	0.9404	1
0.35	1.031	0.06772	0.9323	1.2
0.36	1.205	0.07625	0.9238	1.3
0.37	1.411	0.08591	0.9141	1.5
0.38	1.644	0.09638	0.9036	1.7
0.39	1.923	0.1084	0.8916	1.9
0.4	2.238	0.1212	0.8788	2.1
0.41	2.597	0.135	0.865	2.4
0.42	3.028	0.1509	0.8491	2.7
0.43	3.495	0.1669	0.8331	3
0.44	4.037	0.1845	0.8155	3.3
0.45	4.648	0.203	0.797	3.6
0.46	5.399	0.2244	0.7756	4
0.47	6.21	0.2457	0.7543	4.4
0.48	7.123	0.2679	0.7321	4.8
0.49	8.148	0.2907	0.7093	5.3
0.5	9.34	0.3153	0.6847	5.8
0.51	10.73	0.3415	0.6585	6.4
0.52	12.22	0.3668	0.6332	6.9
0.53	13.91	0.3928	0.6072	7.5
0.54	15.77	0.4187	0.5813	8.2
0.55	17.97	0.4462	0.5538	8.9
0.56	20.44	0.4736	0.5264	9.6
0.57	23.23	0.5012	0.4988	10.4
0.58	26.43	0.529	0.471	11.3
0.59	29.95	0.5559	0.4441	12.1
0.6	34.02	0.583	0.417	13.1
0.61	38.53	0.6089	0.3911	14.1
0.62	43.51	0.6337	0.3663	15.2
0.63	49.45	0.6593	0.3407	16.3
0.64	56.1	0.6836	0.3164	17.6
0.65	64.01	0.7083	0.2917	18.9
0.66	72.94	0.7315	0.2685	20.4
0.67	83.34	0.7541	0.2459	22
0.68	94.73	0.7745	0.2255	23.6
0.69	108.8	0.7954	0.2046	25.5
0.7	124.9	0.8147	0.1853	27.5
0.71	143	0.8324	0.1676	29.7
0.72	163.1	0.8481	0.1519	31.9
0.73	186.8	0.8632	0.1368	34.4
0.74	213.3	0.8766	0.1234	37.1
0.75	243.7	0.889	0.111	40
0.76	279	0.9005	0.0995	43.2
0.77	321.4	0.9114	0.08859	46.8
0.78	366.1	0.9204	0.07955	50.5
0.79	419	0.9289	0.07105	54.7
0.8	476.6	0.9362	0.06375	59.2
0.81	542.3	0.9429	0.05713	64.1
0.82	616.1	0.9488	0.05122	69.5
0.83	699	0.954	0.04595	75.5
0.84	793.7	0.9588	0.04117	82.2
0.85	897.3	0.963	0.037	89.6
0.86	1013	0.9667	0.03328	97.9
0.87	1145	0.9701	0.02991	107.4
0.88	1293	0.9731	0.02687	118.4
0.89	1465	0.9759	0.02406	131.6
0.9	1656	0.9784	0.02157	147
0.91	1872	0.9807	0.01934	165.4
0.92	2123	0.9827	0.01727	188.8
0.93	2421	0.9847	0.01535	219.6
0.94	2756	0.9864	0.01365	259.7
0.95	3149	0.9879	0.01209	316.5
0.96	3629	0.9894	0.01062	406.2
0.97	4246	0.9908	0.009183	575.4
0.98	5265	0.9925	0.007494	1198
0.99	6668	0.994	0.005965	1e+06
SEPQ0.1=0.2184 SEPQ1=0.3484 SEPQ10=0.5050 S1FP=0.4149 N1FP=188680 area=12.1
