tpr	epq	fpr	precision	score
0.01	0	0	1	2.329e-21
0.02	8.92e-05	0.0001099	0.9999	3.035e-17
0.03	0.0008028	0.0006592	0.9993	2.503e-14
0.04	0.002676	0.001646	0.9984	2.638e-12
0.05	0.007047	0.003462	0.9965	1.01e-10
0.06	0.01588	0.006481	0.9935	1.89e-09
0.07	0.03131	0.01091	0.9891	1.708e-08
0.08	0.05084	0.01543	0.9846	8.75e-08
0.09	0.07689	0.02063	0.9794	3.232e-07
0.1	0.107	0.02571	0.9743	9.619e-07
0.11	0.1438	0.03122	0.9688	2.46e-06
0.12	0.1847	0.03656	0.9634	5.435e-06
0.13	0.2366	0.04295	0.9571	1.11e-05
0.14	0.2999	0.05016	0.9498	2.135e-05
0.15	0.3653	0.05663	0.9434	3.899e-05
0.16	0.448	0.06457	0.9354	6.932e-05
0.17	0.5368	0.07222	0.9278	0.0001203
0.18	0.6493	0.08166	0.9183	0.0002062
0.19	0.7781	0.0917	0.9083	0.0003495
0.2	0.9331	0.1032	0.8968	0.000586
0.21	1.123	0.1164	0.8836	0.0009745
0.22	1.362	0.1324	0.8676	0.001622
0.23	1.661	0.1512	0.8488	0.002646
0.24	2.049	0.1738	0.8262	0.004308
0.25	2.526	0.1994	0.8006	0.00694
0.26	3.145	0.2297	0.7703	0.01118
0.27	3.964	0.2658	0.7342	0.01797
0.28	5.082	0.3091	0.6909	0.02951
0.29	6.606	0.3596	0.6404	0.04899
0.3	8.718	0.4174	0.5826	0.08339
0.31	11.71	0.4823	0.5177	0.1458
0.32	16.01	0.5523	0.4477	0.2621
0.33	22.15	0.6233	0.3767	0.4845
0.34	32.27	0.7006	0.2994	0.9912
0.35	49.07	0.7756	0.2244	2.229
0.36	81.8	0.8485	0.1515	6.17
0.37	103	0.8748	0.1252	10
SEPQ0.1=0.0979 SEPQ1=0.2035 SEPQ10=0.3048 S1FP=0.2498 N1FP=113611 area=4.5
