tpr	epq	fpr	precision	score
0.01	0	0	1	3.43e-11
0.02	0.00107	0.001318	0.9987	1.56e-09
0.03	0.002676	0.002194	0.9978	2.48e-08
0.04	0.005173	0.003178	0.9968	1.76e-07
0.05	0.0132	0.006467	0.9935	8.39e-07
0.06	0.02212	0.009007	0.991	2.57e-06
0.07	0.03568	0.01241	0.9876	6.37e-06
0.08	0.05066	0.01537	0.9846	1.31e-05
0.09	0.07011	0.01884	0.9812	2.49e-05
0.1	0.09187	0.02215	0.9779	4.3e-05
0.11	0.116	0.02535	0.9747	6.94e-05
0.12	0.1425	0.02845	0.9716	0.000106
0.13	0.1722	0.03161	0.9684	0.000156
0.14	0.2077	0.03529	0.9647	0.000224
0.15	0.2465	0.03893	0.9611	0.000314
0.16	0.2984	0.04395	0.956	0.00043
0.17	0.3453	0.04768	0.9523	0.000579
0.18	0.4016	0.05213	0.9479	0.000778
0.19	0.4759	0.05815	0.9418	0.00102
0.2	0.5511	0.0636	0.9364	0.00133
0.21	0.6362	0.06949	0.9305	0.00173
0.22	0.7393	0.0765	0.9235	0.00223
0.23	0.8638	0.08474	0.9153	0.00286
0.24	0.9979	0.09298	0.907	0.00367
0.25	1.159	0.1026	0.8974	0.00468
0.26	1.336	0.1125	0.8875	0.00593
0.27	1.566	0.1251	0.8749	0.00758
0.28	1.817	0.1379	0.8621	0.00962
0.29	2.109	0.152	0.848	0.0121
0.3	2.423	0.1661	0.8339	0.0152
0.31	2.825	0.1834	0.8166	0.0192
0.32	3.316	0.2035	0.7965	0.0245
0.33	3.876	0.2245	0.7755	0.0311
0.34	4.545	0.2478	0.7522	0.0397
0.35	5.379	0.2748	0.7252	0.0512
0.36	6.452	0.3064	0.6936	0.0674
0.37	7.979	0.3471	0.6529	0.0913
0.38	10.12	0.3964	0.6036	0.128
0.39	13.64	0.4629	0.5371	0.194
0.4	20.46	0.5577	0.4423	0.333
0.41	43.53	0.7236	0.2764	0.975
0.42	90.16	0.8431	0.1569	10
SEPQ0.1=0.1042 SEPQ1=0.2401 SEPQ10=0.3795 S1FP=0.3373 N1FP=153394 area=6.93
