tpr	epq	score
0.01	0.006065	7108
0.02	0.02498	6090
0.03	0.08706	5432
0.04	0.2236	4942
0.05	0.4763	4527
0.06	0.929	4165
0.07	1.656	3870
0.08	2.777	3641
0.09	4.302	3469
0.1	6.251	3330
0.11	8.607	3216
0.12	11.35	3121
0.13	14.71	3034
0.14	18.43	2958
0.15	22.68	2890
0.16	27.28	2829
0.17	32.58	2770
0.18	38.55	2716
0.19	45.1	2664
0.2	52.6	2614
0.21	60.54	2567
0.22	69.63	2520
0.23	79.16	2477
0.24	89.89	2435
0.25	101.7	2393
0.26	113.9	2354
0.27	126.5	2318
0.28	139.9	2284
0.29	154.8	2249
0.3	170.3	2215
0.31	186	2185
0.32	203.3	2153
0.33	221.1	2123
0.34	240.4	2094
0.35	260	2066
0.36	279	2041
0.37	300.4	2014
0.38	321.7	1990
0.39	343.8	1966
0.4	367.4	1942
0.41	390.6	1920
0.42	414.7	1898
0.43	439.3	1877
0.44	465.3	1856
0.45	491.1	1836
0.46	518.7	1816
0.47	546.3	1797
0.48	575.5	1778
0.49	605	1759
0.5	636.3	1741
0.51	669.1	1722
0.52	702.8	1704
0.53	737.3	1686
0.54	775.1	1667
0.55	812.6	1649
0.56	852.6	1631
0.57	892.5	1614
0.58	934.5	1597
0.59	978.6	1580
0.6	1024	1562
0.61	1072	1545
0.62	1122	1528
0.63	1174	1511
0.64	1229	1493
0.65	1287	1475
0.66	1347	1457
0.67	1412	1439
0.68	1480	1421
0.69	1550	1403
0.7	1626	1384
0.71	1703	1365
0.72	1788	1346
0.73	1878	1326
0.74	1974	1306
0.75	2075	1286
0.76	2183	1265
0.77	2296	1244
0.78	2422	1222
0.79	2556	1199
0.8	2699	1177
0.81	2856	1153
0.82	3020	1129
0.83	3197	1104
0.84	3398	1078
0.85	3608	1051
0.86	3832	1024
0.87	4088	995
0.88	4360	965
0.89	4647	934
0.9	4942	905
0.91	5271	872
0.92	5637	837
0.93	6026	801
0.94	6446	762
0.95	6912	720
0.96	7436	671
0.97	8091	610
0.98	8943	527
0.99	1.02e+04	386
1	1.116e+04	50
epq	tpr	score
0.01008	0.013	6727
0.01267	0.01439	6581
0.01588	0.01632	6386
0.02007	0.01853	6201
0.02524	0.02011	6082
0.03175	0.02151	5978
0.04005	0.02366	5825
0.0504	0.02545	5702
0.06351	0.02734	5590
0.08001	0.02927	5475
0.1008	0.03161	5355
0.127	0.03376	5241
0.16	0.03619	5123
0.2016	0.03865	5004
0.254	0.0416	4873
0.32	0.04463	4743
0.4032	0.04766	4622
0.508	0.05086	4494
0.6401	0.05419	4369
0.8064	0.05776	4242
1.016	0.06151	4119
1.28	0.06546	3993
1.613	0.06946	3883
2.032	0.074	3775
2.56	0.07845	3675
3.225	0.08341	3581
4.064	0.08861	3491
5.12	0.09472	3403
6.451	0.101	3318
8.128	0.1079	3237
1.116e+04	1	50
precision	recall	score
0.9853	0.01	7108
0.9701	0.02	6090
0.9332	0.03	5432
0.8789	0.04	4942
0.8098	0.05	4527
0.7237	0.06	4165
0.6316	0.07	3870
0.5388	0.08	3641
0.4591	0.09	3469
0.3935	0.1	3330
0.3414	0.11	3216
0.3002	0.12	3121
0.2639	0.13	3034
0.2356	0.14	2958
0.2115	0.15	2890
0.1922	0.16	2829
0.1747	0.17	2770
0.1592	0.18	2716
0.1459	0.19	2664
0.1336	0.2	2614
0.1234	0.21	2567
0.1136	0.22	2520
0.1054	0.23	2477
0.09772	0.24	2435
0.09069	0.25	2393
0.08476	0.26	2354
0.07969	0.27	2318
0.07509	0.28	2284
0.07061	0.29	2249
0.06668	0.3	2215
0.06333	0.31	2185
0.06001	0.32	2153
0.05709	0.33	2123
0.05426	0.34	2094
0.05179	0.35	2066
0.04973	0.36	2041
0.04759	0.37	2014
0.04573	0.38	1990
0.04399	0.39	1966
0.0423	0.4	1942
0.04084	0.41	1920
0.03946	0.42	1898
0.03819	0.43	1877
0.03694	0.44	1856
0.03584	0.45	1836
0.03472	0.46	1816
0.03372	0.47	1797
0.03273	0.48	1778
0.03181	0.49	1759
0.03089	0.5	1741
0.02999	0.51	1722
0.02914	0.52	1704
0.02833	0.53	1686
0.02748	0.54	1667
0.02672	0.55	1649
0.02595	0.56	1631
0.02525	0.57	1614
0.02456	0.58	1597
0.02387	0.59	1580
0.02321	0.6	1562
0.02257	0.61	1545
0.02192	0.62	1528
0.02131	0.63	1511
0.02069	0.64	1493
0.02007	0.65	1475
0.01948	0.66	1457
0.01888	0.67	1439
0.0183	0.68	1421
0.01773	0.69	1403
0.01716	0.7	1384
0.01663	0.71	1365
0.01607	0.72	1346
0.01552	0.73	1326
0.01498	0.74	1306
0.01445	0.75	1286
0.01392	0.76	1265
0.01342	0.77	1244
0.0129	0.78	1222
0.01238	0.79	1199
0.01188	0.8	1177
0.01138	0.81	1153
0.01089	0.82	1129
0.01042	0.83	1104
0.009929	0.84	1078
0.009467	0.85	1051
0.00902	0.86	1024
0.00856	0.87	995
0.00812	0.88	965
0.00771	0.89	934
0.007333	0.9	905
0.006955	0.91	872
0.006577	0.92	837
0.006221	0.93	801
0.00588	0.94	762
0.005544	0.95	720
0.00521	0.96	671
0.004839	0.97	610
0.004426	0.98	527
0.003923	0.99	386
0.003598	0.9936	50
SEPQ0.1=0.0315 SEPQ1=0.0612 SEPQ10=0.1152 S1FP=0.2188 N1FP=99489 area=1.47
