tpr	epq	fpr	precision	score
0.01	0	0	1	3.2e-09
0.02	0	0	1	1.25e-07
0.03	0	0	1	1.56e-06
0.04	0.0002676	0.0001649	0.9998	1.1e-05
0.05	0.00107	0.0005274	0.9995	5.03e-05
0.06	0.001962	0.0008056	0.9992	0.000153
0.07	0.003033	0.001067	0.9989	0.000374
0.08	0.004371	0.001345	0.9987	0.000784
0.09	0.007671	0.002097	0.9979	0.0015
0.1	0.01017	0.0025	0.9975	0.0025
0.11	0.01409	0.003148	0.9969	0.004
0.12	0.01927	0.003942	0.9961	0.006
0.13	0.02435	0.004597	0.9954	0.0087
0.14	0.03104	0.005436	0.9946	0.0122
0.15	0.0413	0.006742	0.9933	0.0167
0.16	0.05218	0.007976	0.992	0.0222
0.17	0.06271	0.009011	0.991	0.0291
0.18	0.07591	0.01029	0.9897	0.0374
0.19	0.09027	0.01158	0.9884	0.0472
0.2	0.1073	0.01305	0.9869	0.059
0.21	0.1265	0.01463	0.9854	0.0732
0.22	0.1496	0.01649	0.9835	0.0902
0.23	0.1786	0.01878	0.9812	0.1105
0.24	0.2117	0.02128	0.9787	0.1338
0.25	0.2509	0.02414	0.9759	0.1607
0.26	0.2995	0.02762	0.9724	0.1924
0.27	0.3555	0.03143	0.9686	0.2297
0.28	0.424	0.03599	0.964	0.2738
0.29	0.5055	0.0412	0.9588	0.324
0.3	0.5989	0.0469	0.9531	0.3824
0.31	0.7092	0.05339	0.9466	0.4494
0.32	0.845	0.06112	0.9389	0.5257
0.33	0.9981	0.06939	0.9306	0.6129
0.34	1.18	0.07882	0.9212	0.7118
0.35	1.404	0.08998	0.91	0.8287
0.36	1.662	0.1022	0.8978	0.9588
0.37	1.959	0.1155	0.8845	1.1
0.38	2.299	0.1298	0.8702	1.3
0.39	2.709	0.1462	0.8538	1.4
0.4	3.179	0.1638	0.8362	1.7
0.41	3.734	0.1834	0.8166	1.9
0.42	4.391	0.2049	0.7951	2.2
0.43	5.18	0.229	0.771	2.5
0.44	6.049	0.2531	0.7469	2.8
0.45	7.114	0.2804	0.7196	3.2
0.46	8.363	0.3095	0.6905	3.6
0.47	9.841	0.3405	0.6595	4.1
0.48	11.64	0.3741	0.6259	4.6
0.49	13.75	0.4089	0.5911	5.3
0.5	16.25	0.4448	0.5552	6
0.51	19.39	0.4838	0.5162	6.8
0.52	23.12	0.5229	0.4771	7.8
0.53	27.82	0.5641	0.4359	8.9
0.54	32.4	0.5976	0.4024	10
SEPQ0.1=0.1957 SEPQ1=0.3301 SEPQ10=0.4709 S1FP=0.3839 N1FP=174586 area=10.8
