tpr	epq	fpr	precision	score
0.01	0	0	1	2.308e-21
0.02	8.92e-05	0.0001099	0.9999	2.776e-17
0.03	0.0008028	0.0006592	0.9993	1.991e-14
0.04	0.002408	0.001482	0.9985	1.631e-12
0.05	0.005798	0.00285	0.9971	4.722e-11
0.06	0.01222	0.004996	0.995	6.814e-10
0.07	0.02355	0.008225	0.9918	5.585e-09
0.08	0.03951	0.01203	0.988	2.994e-08
0.09	0.05985	0.01613	0.9839	1.085e-07
0.1	0.08536	0.02061	0.9794	3.184e-07
0.11	0.1159	0.02531	0.9747	7.979e-07
0.12	0.1499	0.02987	0.9701	1.758e-06
0.13	0.1922	0.03517	0.9648	3.489e-06
0.14	0.239	0.04038	0.9596	6.408e-06
0.15	0.2944	0.04616	0.9538	1.112e-05
0.16	0.3603	0.05259	0.9474	1.845e-05
0.17	0.4261	0.05819	0.9418	2.946e-05
0.18	0.504	0.06457	0.9354	4.595e-05
0.19	0.5951	0.07168	0.9283	6.921e-05
0.2	0.6884	0.07822	0.9218	0.0001024
0.21	0.8001	0.08586	0.9141	0.0001508
0.22	0.9149	0.09299	0.907	0.0002145
0.23	1.047	0.1009	0.8991	0.0003052
0.24	1.195	0.1093	0.8907	0.0004316
0.25	1.365	0.1186	0.8814	0.000598
0.26	1.552	0.1283	0.8717	0.0008217
0.27	1.757	0.1382	0.8618	0.001122
0.28	1.993	0.1493	0.8507	0.00152
0.29	2.254	0.1608	0.8392	0.002026
0.3	2.556	0.1736	0.8264	0.002676
0.31	2.906	0.1877	0.8123	0.003518
0.32	3.275	0.2015	0.7985	0.00455
0.33	3.707	0.2169	0.7831	0.005869
0.34	4.186	0.2329	0.7671	0.007526
0.35	4.729	0.2499	0.7501	0.009611
0.36	5.34	0.2677	0.7323	0.0121
0.37	6.03	0.2866	0.7134	0.01527
0.38	6.812	0.3065	0.6935	0.01909
0.39	7.679	0.3268	0.6732	0.02377
0.4	8.698	0.349	0.651	0.02973
0.41	9.827	0.3714	0.6286	0.03694
0.42	11.07	0.3939	0.6061	0.04549
0.43	12.48	0.4171	0.5829	0.05603
0.44	14.05	0.4404	0.5596	0.06892
0.45	15.8	0.4639	0.5361	0.08428
0.46	17.74	0.4873	0.5127	0.1028
0.47	20	0.5119	0.4881	0.1259
0.48	22.47	0.5357	0.4643	0.1533
0.49	25.18	0.5588	0.4412	0.186
0.5	28.26	0.5821	0.4179	0.2265
0.51	31.77	0.6056	0.3944	0.2762
0.52	35.62	0.6281	0.3719	0.3365
0.53	40.03	0.6506	0.3494	0.4102
0.54	45.02	0.6727	0.3273	0.5014
0.55	50.77	0.6947	0.3053	0.6146
0.56	57.26	0.716	0.284	0.754
0.57	64.84	0.7371	0.2629	0.9324
0.58	73.8	0.7583	0.2417	1.161
0.59	83.92	0.7781	0.2219	1.443
0.6	96.38	0.7984	0.2016	1.82
0.61	110.9	0.8176	0.1824	2.301
0.62	128.3	0.8361	0.1639	2.931
0.63	150.8	0.8551	0.1449	3.824
0.64	178.5	0.873	0.127	5.03
0.65	216.7	0.8915	0.1085	6.874
0.66	269.8	0.9097	0.09027	9.76
0.67	273.9	0.9109	0.08912	10
SEPQ0.1=0.1054 SEPQ1=0.2268 SEPQ10=0.4114 S1FP=0.3751 N1FP=170579 area=8.46
