tpr	epq	fpr	precision	score
0.01	0	0	1	5.1e-07
0.02	0	0	1	4.88e-05
0.03	0.0007136	0.0002572	0.9997	0.000562
0.04	0.001962	0.0005303	0.9995	0.0028
0.05	0.004282	0.0009253	0.9991	0.0083
0.06	0.00553	0.0009959	0.999	0.0199
0.07	0.009633	0.001486	0.9985	0.0413
0.08	0.01391	0.001878	0.9981	0.0776
0.09	0.02194	0.00263	0.9974	0.1359
0.1	0.03853	0.00415	0.9958	0.2294
0.11	0.06726	0.006569	0.9934	0.3754
0.12	0.1236	0.01102	0.989	0.6105
0.13	0.213	0.01741	0.9826	0.9659
0.14	0.3613	0.02716	0.9728	1.5
0.15	0.5933	0.04102	0.959	2.3
0.16	0.9347	0.05943	0.9406	3.3
0.17	1.453	0.08464	0.9154	4.6
0.18	2.216	0.1175	0.8825	6.4
0.19	3.314	0.1587	0.8413	8.8
0.2	3.91	0.1788	0.8212	10
SEPQ0.1=0.1159 SEPQ1=0.1617 SEPQ10=0.1942 S1FP=0.0962 N1FP=99753 area=1.82
