tpr	epq	fpr	precision	score
0.01	0	0	1	6.86e-09
0.02	0	0	1	2.48e-07
0.03	0	0	1	3.03e-06
0.04	0	0	1	2.12e-05
0.05	0	0	1	9.32e-05
0.06	0.0003568	0.0001466	0.9999	0.000277
0.07	0.00107	0.0003768	0.9996	0.000677
0.08	0.001606	0.0004945	0.9995	0.0014
0.09	0.002498	0.0006836	0.9993	0.0027
0.1	0.00446	0.001098	0.9989	0.0046
0.11	0.006779	0.001517	0.9985	0.0072
0.12	0.009455	0.001939	0.9981	0.011
0.13	0.01267	0.002396	0.9976	0.0161
0.14	0.01659	0.002913	0.9971	0.023
0.15	0.02141	0.003506	0.9965	0.0318
0.16	0.02944	0.004515	0.9955	0.0432
0.17	0.03728	0.005378	0.9946	0.058
0.18	0.04852	0.006602	0.9934	0.0759
0.19	0.05709	0.007352	0.9926	0.0975
0.2	0.06957	0.008503	0.9915	0.125
0.21	0.08438	0.009808	0.9902	0.1574
0.22	0.1019	0.01129	0.9887	0.1994
0.23	0.1281	0.01354	0.9865	0.252
0.24	0.1582	0.01599	0.984	0.3135
0.25	0.1966	0.01902	0.981	0.389
0.26	0.2515	0.02329	0.9767	0.4861
0.27	0.3189	0.02829	0.9717	0.6103
0.28	0.4042	0.03437	0.9656	0.7593
0.29	0.5068	0.0413	0.9587	0.947
0.3	0.6364	0.0497	0.9503	1.2
0.31	0.808	0.06037	0.9396	1.5
0.32	1.024	0.07309	0.9269	1.8
0.33	1.34	0.09099	0.909	2.3
0.34	1.712	0.1104	0.8896	2.9
0.35	2.181	0.1331	0.8669	3.6
0.36	2.872	0.1644	0.8356	4.7
0.37	3.828	0.2032	0.7968	6
0.38	5.142	0.2502	0.7498	7.9
0.39	6.589	0.2953	0.7047	10
SEPQ0.1=0.2190 SEPQ1=0.3188 SEPQ10=0.3876 S1FP=0.2346 N1FP=106675 area=7.02
