tpr	epq	fpr	precision	score
0.01	0.03844	0.2837	0.7163	4.32e-27
0.02	0.08795	0.3119	0.6881	3.539e-23
0.03	0.1438	0.3307	0.6693	4.994e-21
0.04	0.2008	0.3411	0.6589	2.375e-19
0.05	0.2587	0.3479	0.6521	7.616e-18
0.06	0.3147	0.351	0.649	1.256e-16
0.07	0.3729	0.3546	0.6454	1.85e-15
0.08	0.4391	0.3614	0.6386	1.918e-14
0.09	0.5069	0.3674	0.6326	1.343e-13
0.1	0.5711	0.3707	0.6293	7.342e-13
0.11	0.6525	0.3795	0.6205	3.8e-12
0.12	0.7296	0.3853	0.6147	1.614e-11
0.13	0.8229	0.3949	0.6051	6.46e-11
0.14	0.9121	0.4018	0.5982	2.245e-10
0.15	1.002	0.4078	0.5922	7.203e-10
0.16	1.094	0.4135	0.5865	1.98e-09
0.17	1.184	0.4181	0.5819	4.884e-09
0.18	1.282	0.4234	0.5766	1.119e-08
0.19	1.379	0.428	0.572	2.369e-08
0.2	1.48	0.4328	0.5672	4.616e-08
0.21	1.585	0.4376	0.5624	8.37e-08
0.22	1.687	0.4415	0.5585	1.431e-07
0.23	1.793	0.4456	0.5544	2.372e-07
0.24	1.897	0.4491	0.5509	3.788e-07
0.25	2.014	0.4537	0.5463	5.953e-07
0.26	2.144	0.4596	0.5404	9.288e-07
0.27	2.265	0.4638	0.5362	1.37e-06
0.28	2.389	0.468	0.532	1.971e-06
0.29	2.521	0.4727	0.5273	2.818e-06
0.3	2.65	0.4767	0.5233	3.856e-06
0.31	2.778	0.4803	0.5197	5.258e-06
0.32	2.917	0.4846	0.5154	7.089e-06
0.33	3.067	0.4893	0.5107	9.494e-06
0.34	3.216	0.4938	0.5062	1.249e-05
0.35	3.364	0.4978	0.5022	1.617e-05
0.36	3.517	0.5018	0.4982	2.098e-05
0.37	3.686	0.5067	0.4933	2.715e-05
0.38	3.838	0.5102	0.4898	3.398e-05
0.39	4	0.514	0.486	4.29e-05
0.4	4.177	0.5185	0.4815	5.399e-05
0.41	4.354	0.5227	0.4773	6.714e-05
0.42	4.548	0.5275	0.4725	8.407e-05
0.43	4.716	0.5308	0.4692	0.0001026
0.44	4.917	0.5354	0.4646	0.0001278
0.45	5.124	0.5401	0.4599	0.0001582
0.46	5.325	0.5442	0.4558	0.000192
0.47	5.532	0.5483	0.4517	0.000234
0.48	5.754	0.5528	0.4472	0.0002847
0.49	5.987	0.5575	0.4425	0.0003464
0.5	6.241	0.5628	0.4372	0.0004279
0.51	6.503	0.568	0.432	0.0005201
0.52	6.75	0.5724	0.4276	0.000624
0.53	7.034	0.5778	0.4222	0.000755
0.54	7.31	0.5826	0.4174	0.0009058
0.55	7.645	0.589	0.411	0.001111
0.56	7.997	0.5955	0.4045	0.001353
0.57	8.356	0.6019	0.3981	0.001638
0.58	8.751	0.6087	0.3913	0.001983
0.59	9.176	0.6159	0.3841	0.002397
0.6	9.654	0.6239	0.3761	0.002915
0.61	10.16	0.6321	0.3679	0.003534
0.62	10.69	0.64	0.36	0.004257
0.63	11.29	0.6488	0.3512	0.005163
0.64	11.95	0.6582	0.3418	0.006254
0.65	12.67	0.6679	0.3321	0.007625
0.66	13.46	0.6778	0.3222	0.009273
0.67	14.37	0.6886	0.3114	0.01128
0.68	15.34	0.6993	0.3007	0.01367
0.69	16.44	0.7107	0.2893	0.01667
0.7	17.62	0.7219	0.2781	0.02015
0.71	19.05	0.7345	0.2655	0.02478
0.72	20.76	0.7483	0.2517	0.03088
0.73	22.65	0.7619	0.2381	0.03816
0.74	24.93	0.7765	0.2235	0.04785
0.75	27.39	0.7902	0.2098	0.05926
0.76	30.41	0.8049	0.1951	0.07477
0.77	33.77	0.8189	0.1811	0.09338
0.78	37.76	0.8331	0.1669	0.1173
0.79	42.65	0.8477	0.1523	0.1493
0.8	48.39	0.8618	0.1382	0.1904
0.81	55.4	0.8758	0.1242	0.2455
0.82	63.59	0.8889	0.1111	0.3161
0.83	73.91	0.9018	0.0982	0.4128
0.84	86.22	0.9137	0.08632	0.5393
0.85	100.8	0.9244	0.07557	0.7034
0.86	119.8	0.9349	0.06506	0.9362
0.87	143.4	0.9444	0.05557	1.249
0.88	173.7	0.9532	0.04682	1.684
0.89	213.1	0.9611	0.03892	2.293
0.9	267.6	0.9684	0.03159	3.19
0.91	342.5	0.9749	0.02512	4.496
0.92	455	0.9808	0.01923	6.524
0.93	643.3	0.9862	0.01383	10
0.94	1037	0.9913	0.008718	17.26
0.95	2588	0.9965	0.003547	45.7
0.96	5196	0.9982	0.001777	103
SEPQ0.1=0.0224 SEPQ1=0.1497 SEPQ10=0.6070 S1FP=0.3399 N1FP=36958 area=18.3
