tpr	epq	fpr	precision	score
0.01	0.05209	0.3493	0.6507	7.44
0.02	0.1275	0.3965	0.6035	7.24
0.03	0.1776	0.379	0.621	7.13
0.04	0.2469	0.3889	0.6111	7.02
0.05	0.2965	0.3795	0.6205	6.92
0.06	0.3641	0.3849	0.6151	6.81
0.07	0.4163	0.3801	0.6199	6.81
0.08	0.5017	0.3927	0.6073	6.7
0.09	0.5891	0.403	0.597	6.58
0.1	0.6476	0.4004	0.5996	6.47
0.11	0.7526	0.4137	0.5863	6.47
0.12	0.8515	0.4225	0.5775	6.35
0.13	0.9132	0.4201	0.5799	6.23
0.14	1.021	0.4292	0.5708	6.23
0.15	1.088	0.4278	0.5722	6.23
0.16	1.219	0.44	0.56	6.11
0.17	1.32	0.4447	0.5553	6.11
0.18	1.46	0.4554	0.5446	5.99
0.19	1.566	0.4595	0.5405	5.99
0.2	1.709	0.4683	0.5317	5.86
0.21	1.871	0.4788	0.5212	5.86
0.22	2.001	0.484	0.516	5.86
0.23	2.124	0.4877	0.5123	5.73
0.24	2.373	0.5048	0.4952	5.73
0.25	2.544	0.512	0.488	5.73
0.26	2.671	0.5144	0.4856	5.73
0.27	2.991	0.5332	0.4668	5.6
0.28	3.177	0.5391	0.4609	5.6
0.29	3.389	0.5465	0.4535	5.6
0.3	3.575	0.5513	0.4487	5.6
0.31	3.983	0.5699	0.4301	5.46
0.32	4.236	0.5772	0.4228	5.46
0.33	4.534	0.5862	0.4138	5.46
0.34	4.93	0.5992	0.4008	5.33
0.35	5.333	0.6111	0.3889	5.33
0.36	5.688	0.6197	0.3803	5.33
0.37	6.073	0.6286	0.3714	5.33
0.38	6.652	0.6435	0.3565	5.19
0.39	6.874	0.6451	0.3549	5.19
0.4	7.143	0.6481	0.3519	5.19
0.41	7.509	0.6538	0.3462	5.19
0.42	7.873	0.6591	0.3409	5.19
0.43	8.196	0.6628	0.3372	5.19
0.44	8.944	0.677	0.323	5.04
0.45	9.18	0.6778	0.3222	5.04
0.46	9.506	0.6806	0.3194	5.04
0.47	9.807	0.6827	0.3173	5.04
0.48	10.31	0.689	0.311	5.04
0.49	10.75	0.6934	0.3066	5.04
0.5	11.57	0.7046	0.2954	4.89
0.51	12.13	0.7104	0.2896	4.89
0.52	12.63	0.7147	0.2853	4.89
0.53	12.92	0.7155	0.2845	4.89
0.54	13.68	0.7231	0.2769	4.89
0.55	14.35	0.729	0.271	4.89
0.56	15.53	0.7409	0.2591	4.74
0.57	16.3	0.7468	0.2532	4.74
0.58	17.03	0.7518	0.2482	4.74
0.59	17.46	0.7531	0.2469	4.74
0.6	18.54	0.7611	0.2389	4.74
0.61	19.47	0.767	0.233	4.74
0.62	21.14	0.7786	0.2214	4.58
0.63	22.48	0.7863	0.2137	4.58
0.64	23.49	0.791	0.209	4.58
0.65	24.76	0.7971	0.2029	4.58
0.66	26.67	0.8064	0.1936	4.58
0.67	28.88	0.8163	0.1837	4.42
0.68	31.87	0.8285	0.1715	4.42
0.69	34.21	0.8364	0.1636	4.42
0.7	35.79	0.8406	0.1594	4.42
0.71	39.22	0.8507	0.1493	4.42
0.72	41.49	0.856	0.144	4.42
0.73	46.81	0.8686	0.1314	4.25
0.74	51.32	0.8773	0.1227	4.25
0.75	55.71	0.8845	0.1155	4.25
0.76	60.46	0.8913	0.1087	4.25
0.77	69.93	0.9035	0.09648	4.07
0.78	78.64	0.9123	0.08774	4.07
0.79	88.36	0.9202	0.07978	4.07
0.8	96.09	0.9253	0.07471	4.07
0.81	114.1	0.9356	0.06441	3.89
0.82	131.5	0.943	0.05702	3.89
0.83	145.4	0.9476	0.05244	3.89
0.84	177.8	0.9562	0.04381	3.7
0.85	206	0.9615	0.03847	3.7
0.86	238.1	0.9662	0.03384	3.7
0.87	286.4	0.9714	0.02862	3.5
0.88	328.3	0.9747	0.02533	3.5
0.89	384.7	0.9781	0.02194	3.5
0.9	476.7	0.982	0.01798	3.29
0.91	538.5	0.9839	0.01612	3.29
0.92	635.3	0.9862	0.01385	3.29
0.93	800.5	0.9889	0.01114	3.07
0.94	947.6	0.9905	0.009528	3.07
0.95	1173	0.9922	0.007793	2.83
0.96	1436	0.9936	0.006441	2.83
0.97	1930	0.9951	0.004851	2.58
0.98	2670	0.9965	0.003546	2.3
0.99	4225	0.9977	0.002267	1.99
1	1.12e+04	0.9991	0.0008651	0
SEPQ0.1=0.0160 SEPQ1=0.1376 SEPQ10=0.4729 S1FP=0.2882 N1FP=31329 area=11.3
