tpr	epq	score
0.01	0	1.13e-05
0.02	0	0.000229
0.03	0.0001784	0.0013
0.04	0.000892	0.0048
0.05	0.002944	0.0133
0.06	0.005976	0.0316
0.07	0.01106	0.0658
0.08	0.01864	0.1269
0.09	0.03238	0.2258
0.1	0.05611	0.3761
0.11	0.09589	0.5909
0.12	0.1595	0.8906
0.13	0.2684	1.1
0.14	0.4111	1.3
0.15	0.6279	1.4
0.16	0.896	1.5
0.17	1.307	1.7
0.18	1.81	1.8
0.19	2.486	1.9
0.2	3.455	2.1
0.21	4.839	2.2
0.22	6.799	2.3
0.23	9.979	2.5
0.24	15.72	2.7
0.25	28.21	2.9
0.26	85.57	3.8
epq	tpr	score
0.01008	0.06845	0.0591
0.01267	0.07256	0.078
0.01588	0.07628	0.1006
0.02007	0.08185	0.1422
0.02524	0.08539	0.1758
0.03175	0.08962	0.2212
0.04005	0.09364	0.2727
0.0504	0.09835	0.3467
0.06351	0.102	0.4123
0.08001	0.1066	0.5101
0.1008	0.1109	0.6127
0.127	0.1153	0.7365
0.16	0.12	0.8919
0.2016	0.1241	1
0.254	0.1284	1.1
0.32	0.1338	1.2
0.4032	0.1395	1.3
0.508	0.1452	1.3
0.6401	0.1506	1.4
0.8064	0.1566	1.5
1.016	0.1627	1.6
1.28	0.1696	1.7
1.613	0.1765	1.8
2.032	0.1837	1.9
2.56	0.1911	2
3.225	0.198	2
4.064	0.2049	2.1
5.12	0.2116	2.2
6.451	0.2184	2.3
8.128	0.2247	2.4
85.57	0.26	3.8
precision	recall	score
1	0.01	1.13e-05
1	0.02	0.000229
0.9999	0.03	0.0013
0.9998	0.04	0.0048
0.9994	0.05	0.0133
0.9989	0.06	0.0316
0.9983	0.07	0.0658
0.9975	0.08	0.1269
0.9961	0.09	0.2258
0.994	0.1	0.3761
0.9907	0.11	0.5909
0.9858	0.12	0.8906
0.9782	0.13	1.1
0.9692	0.14	1.3
0.9567	0.15	1.4
0.9429	0.16	1.5
0.9233	0.17	1.7
0.9019	0.18	1.8
0.876	0.19	1.9
0.8426	0.2	2.1
0.8005	0.21	2.2
0.7495	0.22	2.3
0.6806	0.23	2.5
0.5853	0.24	2.7
0.4503	0.25	2.9
0.2191	0.2597	3.8
SEPQ0.1=0.1107 SEPQ1=0.1623 SEPQ10=0.2300 S1FP=0.1925 N1FP=199482 area=4.14
