tpr	epq	score
0.01	0.02069	5911
0.02	0.2229	4781
0.03	0.9669	4048
0.04	2.76	3596
0.05	5.444	3342
0.06	8.667	3178
0.07	12.45	3056
0.08	16.68	2959
0.09	21.34	2878
0.1	26.36	2809
0.11	32.02	2746
0.12	38.3	2689
0.13	45.43	2634
0.14	53.14	2583
0.15	62.02	2533
0.16	71.49	2486
0.17	82.09	2441
0.18	93.96	2397
0.19	106.9	2354
0.2	120.7	2314
0.21	136	2274
0.22	153.5	2233
0.23	172.3	2194
0.24	193.1	2155
0.25	215.7	2117
0.26	240.7	2079
0.27	267.6	2042
0.28	297.4	2005
0.29	328.1	1971
0.3	361.8	1936
0.31	397.3	1903
0.32	434.3	1871
0.33	473.8	1840
0.34	514.4	1810
0.35	557.3	1781
0.36	601.2	1754
0.37	647.1	1727
0.38	694.7	1701
0.39	743.3	1676
0.4	794.3	1651
0.41	845.7	1628
0.42	898.1	1606
0.43	952.3	1584
0.44	1007	1563
0.45	1063	1543
0.46	1120	1523
0.47	1179	1503
0.48	1238	1484
0.49	1300	1466
0.5	1363	1448
0.51	1427	1430
0.52	1494	1412
0.53	1563	1394
0.54	1632	1377
0.55	1703	1360
0.56	1778	1343
0.57	1855	1326
0.58	1933	1310
0.59	2015	1293
0.6	2101	1276
0.61	2190	1259
0.62	2282	1242
0.63	2378	1225
0.64	2478	1208
0.65	2580	1191
0.66	2689	1174
0.67	2799	1157
0.68	2917	1139
0.69	3041	1121
0.7	3169	1104
0.71	3300	1086
0.72	3438	1068
0.73	3582	1050
0.74	3727	1032
0.75	3879	1015
0.76	4040	996
0.77	4203	978
0.78	4368	960
0.79	4538	942
0.8	4711	924
0.81	4890	906
0.82	5076	887
0.83	5263	869
0.84	5462	850
0.85	5664	831
0.86	5867	812
0.87	6083	792
0.88	6308	771
0.89	6540	750
0.9	6785	727
0.91	7038	704
0.92	7311	679
0.93	7601	652
0.94	7917	622
0.95	8275	588
0.96	8676	549
0.97	9143	502
0.98	9681	444
0.99	1.035e+04	357
1	1.111e+04	50
epq	tpr	score
0.01008	0.007635	6302
0.01267	0.008534	6149
0.01588	0.009066	6059
0.02007	0.009956	5920
0.02524	0.01077	5791
0.03175	0.01146	5690
0.04005	0.01221	5594
0.0504	0.01305	5487
0.06351	0.0139	5389
0.08001	0.01489	5281
0.1008	0.01581	5180
0.127	0.01683	5072
0.16	0.01803	4957
0.2016	0.01943	4835
0.254	0.0208	4715
0.32	0.02215	4605
0.4032	0.02357	4489
0.508	0.02516	4370
0.6401	0.02683	4251
0.8064	0.02856	4139
1.016	0.03041	4022
1.28	0.0323	3918
1.613	0.03438	3815
2.032	0.0366	3719
2.56	0.03911	3625
3.225	0.04188	3537
4.064	0.04519	3449
5.12	0.04893	3364
6.451	0.05323	3281
8.128	0.05845	3200
1.111e+04	1	50
precision	recall	score
0.9781	0.01	5911
0.8924	0.02	4781
0.7415	0.03	4048
0.5727	0.04	3596
0.4592	0.05	3342
0.3903	0.06	3178
0.342	0.07	3056
0.3072	0.08	2959
0.2805	0.09	2878
0.2597	0.1	2809
0.241	0.11	2746
0.2246	0.12	2689
0.2092	0.13	2634
0.1959	0.14	2583
0.1828	0.15	2533
0.1715	0.16	2486
0.1607	0.17	2441
0.1505	0.18	2397
0.1411	0.19	2354
0.1329	0.2	2314
0.1249	0.21	2274
0.117	0.22	2233
0.1099	0.23	2194
0.1031	0.24	2155
0.09679	0.25	2117
0.09081	0.26	2079
0.08532	0.27	2042
0.08008	0.28	2005
0.07554	0.29	1971
0.07121	0.3	1936
0.06728	0.31	1903
0.06377	0.32	1871
0.0605	0.33	1840
0.05759	0.34	1810
0.05488	0.35	1781
0.05246	0.36	1754
0.05021	0.37	1727
0.04814	0.38	1701
0.04626	0.39	1676
0.04449	0.4	1651
0.0429	0.41	1628
0.04145	0.42	1606
0.04007	0.43	1584
0.03882	0.44	1563
0.03768	0.45	1543
0.03658	0.46	1523
0.03555	0.47	1503
0.0346	0.48	1484
0.03368	0.49	1466
0.03281	0.5	1448
0.03198	0.51	1430
0.03117	0.52	1412
0.0304	0.53	1394
0.02969	0.54	1377
0.02899	0.55	1360
0.02829	0.56	1343
0.02763	0.57	1326
0.02699	0.58	1310
0.02635	0.59	1293
0.02573	0.6	1276
0.0251	0.61	1259
0.02451	0.62	1242
0.0239	0.63	1225
0.02332	0.64	1208
0.02277	0.65	1191
0.02219	0.66	1174
0.02165	0.67	1157
0.0211	0.68	1139
0.02055	0.69	1121
0.02002	0.7	1104
0.0195	0.71	1086
0.019	0.72	1068
0.0185	0.73	1050
0.01803	0.74	1032
0.01756	0.75	1015
0.0171	0.76	996
0.01666	0.77	978
0.01624	0.78	960
0.01584	0.79	942
0.01546	0.8	924
0.01508	0.81	906
0.01472	0.82	887
0.01437	0.83	869
0.01402	0.84	850
0.01369	0.85	831
0.01337	0.86	812
0.01305	0.87	792
0.01273	0.88	771
0.01243	0.89	750
0.01212	0.9	727
0.01181	0.91	704
0.0115	0.92	679
0.01119	0.93	652
0.01086	0.94	622
0.0105	0.95	588
0.01013	0.96	549
0.009714	0.97	502
0.009273	0.98	444
0.008767	0.99	357
0.008215	0.9955	50
SEPQ0.1=0.0158 SEPQ1=0.0303 SEPQ10=0.0637 S1FP=0.1022 N1FP=105911 area=0.749
