tpr	epq	score
0.01	0.0007136	27.8
0.02	0.001784	22.4
0.03	0.0116	19.1
0.04	0.03184	17.1
0.05	0.05218	15.6
0.06	0.07002	14.6
0.07	0.09	13.8
0.08	0.11	13.2
0.09	0.1304	12.6
0.1	0.1513	12.2
0.11	0.179	11.8
0.12	0.2068	11.4
0.13	0.235	11.1
0.14	0.2655	10.8
0.15	0.2951	10.5
0.16	0.3362	10.2
0.17	0.3851	10
0.18	0.4477	9.7
0.19	0.5288	9.5
0.2	0.6312	9.3
0.21	0.754	9
0.22	0.9088	8.8
0.23	1.097	8.6
0.24	1.325	8.4
0.25	1.61	8.2
0.26	1.926	8
0.27	2.292	7.8
0.28	2.731	7.7
0.29	3.246	7.5
0.3	3.838	7.3
0.31	4.462	7.2
0.32	5.219	7
0.33	5.975	6.9
0.34	6.898	6.7
0.35	7.854	6.6
0.36	8.979	6.4
0.37	10.15	6.3
0.38	11.44	6.1
0.39	12.88	6
0.4	14.4	5.9
0.41	15.97	5.8
0.42	17.73	5.6
0.43	19.58	5.5
0.44	21.56	5.4
0.45	23.65	5.3
0.46	25.87	5.2
0.47	28.26	5.1
0.48	30.78	5
0.49	33.45	4.9
0.5	36.22	4.8
0.51	39.21	4.7
0.52	42.54	4.6
0.53	45.92	4.5
0.54	49.57	4.4
0.55	53.3	4.3
0.56	57.08	4.3
0.57	61.53	4.2
0.58	66.11	4.1
0.59	70.73	4
0.6	75.84	3.9
0.61	81.44	3.8
0.62	86.95	3.7
0.63	92.84	3.7
0.64	99.54	3.6
0.65	106.5	3.5
0.66	113.8	3.4
0.67	122.1	3.3
0.68	130.4	3.2
0.69	138.9	3.2
0.7	149.1	3.1
0.71	159.7	3
0.72	171.1	2.9
0.73	183.9	2.8
0.74	197.7	2.7
0.75	212.4	2.6
0.76	229.3	2.5
0.77	248	2.4
0.78	268.5	2.3
0.79	292.7	2.2
0.8	319.7	2.1
0.81	342.5	2
epq	tpr	score
0.01008	0.02914	19.4
0.01267	0.03051	19
0.01588	0.03187	18.7
0.02007	0.03466	18
0.02524	0.03742	17.5
0.03175	0.03993	17.1
0.04005	0.04395	16.5
0.0504	0.04879	15.8
0.06351	0.05679	14.9
0.08001	0.06428	14.2
0.1008	0.07634	13.4
0.127	0.08826	12.7
0.16	0.1035	12
0.2016	0.118	11.5
0.254	0.1362	10.9
0.32	0.1562	10.3
0.4032	0.1731	9.9
0.508	0.1875	9.6
0.6401	0.2009	9.2
0.8064	0.2137	9
1.016	0.2261	8.7
1.28	0.2384	8.4
1.613	0.2502	8.2
2.032	0.2631	8
2.56	0.276	7.7
3.225	0.2896	7.5
4.064	0.3038	7.3
5.12	0.3188	7
6.451	0.3353	6.8
8.128	0.3523	6.5
342.5	0.81	2
precision	recall	score
0.9992	0.01	27.8
0.999	0.02	22.4
0.9958	0.03	19.1
0.9915	0.04	17.1
0.9888	0.05	15.6
0.9875	0.06	14.6
0.9863	0.07	13.8
0.9853	0.08	13.2
0.9846	0.09	12.6
0.9839	0.1	12.2
0.9827	0.11	11.8
0.9817	0.12	11.4
0.9808	0.13	11.1
0.9799	0.14	10.8
0.9792	0.15	10.5
0.9778	0.16	10.2
0.9761	0.17	10
0.9738	0.18	9.7
0.9708	0.19	9.5
0.967	0.2	9.3
0.9626	0.21	9
0.9572	0.22	8.8
0.951	0.23	8.6
0.9437	0.24	8.4
0.9349	0.25	8.2
0.9258	0.26	8
0.9159	0.27	7.8
0.9046	0.28	7.7
0.892	0.29	7.5
0.8784	0.3	7.3
0.8653	0.31	7.2
0.8501	0.32	7
0.8362	0.33	6.9
0.8201	0.34	6.7
0.8047	0.35	6.6
0.7875	0.36	6.4
0.7711	0.37	6.3
0.7544	0.38	6.1
0.7368	0.39	6
0.7197	0.4	5.9
0.7036	0.41	5.8
0.6866	0.42	5.6
0.67	0.43	5.5
0.6536	0.44	5.4
0.6376	0.45	5.3
0.6217	0.46	5.2
0.6059	0.47	5.1
0.5905	0.48	5
0.5753	0.49	4.9
0.5607	0.5	4.8
0.546	0.51	4.7
0.5305	0.52	4.6
0.5163	0.53	4.5
0.5018	0.54	4.4
0.4883	0.55	4.3
0.4756	0.56	4.3
0.4614	0.57	4.2
0.4479	0.58	4.1
0.4354	0.59	4
0.4224	0.6	3.9
0.4092	0.61	3.8
0.3973	0.62	3.7
0.3855	0.63	3.7
0.3728	0.64	3.6
0.3608	0.65	3.5
0.349	0.66	3.4
0.3367	0.67	3.3
0.3253	0.68	3.2
0.3147	0.69	3.2
0.3027	0.7	3.1
0.2913	0.71	3
0.28	0.72	2.9
0.2685	0.73	2.8
0.257	0.74	2.7
0.2461	0.75	2.6
0.2346	0.76	2.5
0.223	0.77	2.4
0.2117	0.78	2.3
0.1997	0.79	2.2
0.1879	0.8	2.1
0.179	0.8075	2
SEPQ0.1=0.0762 SEPQ1=0.2252 SEPQ10=0.3686 S1FP=0.3399 N1FP=352302 area=4.72
