tpr	epq	fpr	precision	score
0.01	4.939	0.9807	0.01927	363
0.02	9.032	0.979	0.02103	306
0.03	13.17	0.9784	0.02161	270
0.04	15.63	0.9758	0.02421	253
0.05	17.63	0.9732	0.02676	242
0.06	19.76	0.9714	0.02861	231
0.07	22.65	0.9709	0.02911	217
0.08	26	0.971	0.02898	203
0.09	29.79	0.9715	0.02847	188
0.1	34.43	0.9726	0.0274	172
0.11	39.98	0.974	0.02599	156
0.12	45.07	0.9748	0.02517	143
0.13	49.78	0.9753	0.0247	132
0.14	53.66	0.9753	0.02468	124
0.15	57.23	0.9752	0.02479	117
0.16	61.25	0.9753	0.02471	109
0.17	65.52	0.9755	0.02455	102
0.18	69.71	0.9756	0.02443	95
0.19	73.41	0.9755	0.02449	90
0.2	77.07	0.9755	0.02455	84
0.21	81.02	0.9755	0.02452	79
0.22	85.66	0.9757	0.0243	72
0.23	91.27	0.9761	0.02386	64
0.24	96.85	0.9765	0.02347	57
0.25	104.2	0.9773	0.02275	47
0.26	114.3	0.9784	0.02158	33
0.27	126.2	0.9797	0.0203	4
SEPQ0.1=0.0000 SEPQ1=0.0008 SEPQ10=0.0218 S1FP=0.0002 N1FP=21 area=0.03
