tpr	epq	fpr	precision	score
0.01	0.03943	0.2889	0.7111	8909
0.02	0.1012	0.3427	0.6573	7552
0.03	0.1603	0.3552	0.6448	6977
0.04	0.225	0.3671	0.6329	6540
0.05	0.2879	0.3726	0.6274	6199
0.06	0.372	0.39	0.61	5894
0.07	0.4744	0.4114	0.5886	5614
0.08	0.6097	0.44	0.56	5353
0.09	0.7731	0.4697	0.5303	5104
0.1	0.9801	0.5027	0.4973	4867
0.11	1.221	0.5338	0.4662	4650
0.12	1.494	0.5622	0.4378	4453
0.13	1.853	0.5951	0.4049	4253
0.14	2.279	0.6267	0.3733	4078
0.15	2.766	0.6554	0.3446	3928
0.16	3.345	0.6831	0.3169	3798
0.17	4.079	0.7122	0.2878	3677
0.18	4.935	0.7387	0.2613	3575
0.19	5.984	0.7646	0.2354	3478
0.2	7.074	0.7848	0.2152	3400
0.21	8.449	0.8058	0.1942	3321
0.22	10.03	0.8246	0.1754	3249
0.23	11.81	0.8412	0.1588	3183
0.24	13.72	0.8549	0.1451	3125
0.25	15.88	0.8675	0.1325	3070
0.26	18.44	0.8797	0.1203	3014
0.27	21	0.8891	0.1109	2967
0.28	23.91	0.898	0.102	2920
0.29	27.13	0.9061	0.09394	2874
0.3	30.53	0.913	0.08701	2833
0.31	34.26	0.9193	0.08066	2792
0.32	38.41	0.9252	0.07475	2752
0.33	43.16	0.931	0.06903	2712
0.34	48.09	0.9358	0.06417	2674
0.35	53.62	0.9405	0.05953	2637
0.36	59.6	0.9447	0.05533	2600
0.37	65.51	0.9481	0.05193	2567
0.38	72.24	0.9515	0.04854	2533
0.39	79.16	0.9544	0.0456	2501
0.4	86.65	0.9572	0.04285	2469
0.41	95.23	0.9599	0.04008	2436
0.42	103.5	0.9621	0.03786	2407
0.43	113.3	0.9645	0.03549	2375
0.44	123.2	0.9665	0.03347	2346
0.45	133.5	0.9684	0.03164	2317
0.46	144.3	0.97	0.02999	2290
0.47	156.2	0.9716	0.02836	2262
0.48	169	0.9732	0.02681	2234
0.49	181.7	0.9745	0.02549	2208
0.5	195.6	0.9758	0.02419	2181
0.51	211.7	0.9772	0.02283	2153
0.52	227.7	0.9783	0.02166	2126
0.53	245.3	0.9795	0.02052	2099
0.54	263.7	0.9805	0.01947	2073
0.55	283.2	0.9815	0.01849	2047
0.56	305.3	0.9825	0.01748	2020
0.57	326.9	0.9834	0.01663	1995
0.58	348.6	0.9841	0.01588	1971
0.59	373	0.9849	0.01511	1947
0.6	399.3	0.9856	0.01436	1921
0.61	426.9	0.9863	0.01367	1897
0.62	454.7	0.9869	0.01305	1874
0.63	483.3	0.9875	0.01248	1851
0.64	515.9	0.9881	0.01189	1827
0.65	550	0.9887	0.01133	1803
0.66	587.7	0.9892	0.01077	1778
0.67	623.6	0.9897	0.01031	1756
0.68	667.3	0.9902	0.009786	1731
0.69	712.2	0.9907	0.009307	1706
0.7	759.1	0.9911	0.008864	1682
0.71	808.4	0.9916	0.008445	1659
0.72	865.6	0.992	0.008002	1633
0.73	923.7	0.9924	0.007606	1608
0.74	983.5	0.9928	0.007244	1584
0.75	1047	0.9931	0.006896	1560
0.76	1120	0.9935	0.006538	1535
0.77	1198	0.9938	0.006194	1509
0.78	1283	0.9941	0.005861	1482
0.79	1375	0.9945	0.00554	1455
0.8	1473	0.9948	0.005238	1428
0.81	1588	0.9951	0.004922	1398
0.82	1711	0.9954	0.004626	1368
0.83	1848	0.9957	0.004335	1337
0.84	2003	0.9959	0.004051	1305
0.85	2177	0.9962	0.003772	1270
0.86	2367	0.9965	0.003511	1236
0.87	2604	0.9968	0.00323	1196
0.88	2865	0.997	0.002969	1155
0.89	3170	0.9973	0.002715	1111
0.9	3544	0.9975	0.002456	1062
0.91	3997	0.9978	0.002203	1008
0.92	4473	0.998	0.001991	956
0.93	5003	0.9982	0.001799	901
0.94	5635	0.9984	0.001615	840
0.95	6311	0.9985	0.001458	777
0.96	7073	0.9987	0.001315	708
0.97	7877	0.9988	0.001193	633
0.98	8753	0.9989	0.001085	549
0.99	9784	0.999	0.0009802	441
1	1.119e+04	0.9991	0.0008621	50
SEPQ0.1=0.0198 SEPQ1=0.1010 SEPQ10=0.2197 S1FP=0.2488 N1FP=27050 area=2.31
