tpr	epq	fpr	precision	score
0.01	0	0	1	6.58e-09
0.02	0	0	1	2.37e-07
0.03	0	0	1	2.82e-06
0.04	8.92e-05	5.497e-05	0.9999	2e-05
0.05	0.0002676	0.0001319	0.9999	8.87e-05
0.06	0.0008028	0.0003297	0.9997	0.000263
0.07	0.001516	0.0005337	0.9995	0.000648
0.08	0.001962	0.0006043	0.9994	0.0014
0.09	0.002765	0.0007568	0.9992	0.0025
0.1	0.004326	0.001065	0.9989	0.0043
0.11	0.006065	0.001357	0.9986	0.0068
0.12	0.008072	0.001656	0.9983	0.0102
0.13	0.009812	0.001857	0.9981	0.0148
0.14	0.0124	0.002178	0.9978	0.021
0.15	0.01507	0.002471	0.9975	0.0287
0.16	0.02038	0.003131	0.9969	0.0382
0.17	0.02542	0.003673	0.9963	0.0501
0.18	0.03207	0.004373	0.9956	0.065
0.19	0.03898	0.005032	0.995	0.0822
0.2	0.04505	0.005522	0.9945	0.1024
0.21	0.05539	0.006461	0.9935	0.1276
0.22	0.06556	0.007293	0.9927	0.1562
0.23	0.07823	0.008315	0.9917	0.1911
0.24	0.09803	0.009969	0.99	0.2316
0.25	0.1195	0.01165	0.9884	0.2799
0.26	0.1437	0.01345	0.9866	0.3349
0.27	0.1768	0.01589	0.9841	0.3996
0.28	0.2165	0.0187	0.9813	0.4741
0.29	0.2663	0.02213	0.9779	0.5676
0.3	0.3238	0.02592	0.9741	0.6703
0.31	0.3922	0.03025	0.9698	0.7907
0.32	0.4673	0.03475	0.9653	0.9266
0.33	0.5634	0.04039	0.9596	1.1
0.34	0.6764	0.04675	0.9533	1.3
0.35	0.8073	0.0538	0.9462	1.5
0.36	0.9658	0.06203	0.938	1.7
0.37	1.155	0.07144	0.9286	1.9
0.38	1.398	0.08316	0.9168	2.2
0.39	1.666	0.09525	0.9047	2.6
0.4	1.979	0.1087	0.8913	2.9
0.41	2.362	0.1244	0.8756	3.3
0.42	2.801	0.1412	0.8588	3.8
0.43	3.376	0.1622	0.8378	4.3
0.44	4.056	0.1852	0.8148	4.9
0.45	4.889	0.2112	0.7888	5.6
0.46	5.885	0.2398	0.7602	6.4
0.47	7.076	0.2707	0.7293	7.3
0.48	8.494	0.3037	0.6963	8.3
0.49	10.29	0.341	0.659	9.4
0.5	11.25	0.3593	0.6407	10
SEPQ0.1=0.2407 SEPQ1=0.3620 SEPQ10=0.4886 S1FP=0.3390 N1FP=154186 area=10.9
