tpr	epq	fpr	precision	score
0.01	0	0	1	5.38e-07
0.02	0	0	1	5.17e-05
0.03	0.0007136	0.0002572	0.9997	0.00059
0.04	0.001784	0.0004821	0.9995	0.0029
0.05	0.003568	0.0007712	0.9992	0.0086
0.06	0.004995	0.0008996	0.9991	0.0204
0.07	0.008385	0.001294	0.9987	0.042
0.08	0.01213	0.001637	0.9984	0.0786
0.09	0.0182	0.002182	0.9978	0.1368
0.1	0.0314	0.003384	0.9966	0.2286
0.11	0.05762	0.005634	0.9944	0.3691
0.12	0.1076	0.009603	0.9904	0.5913
0.13	0.1889	0.01547	0.9845	0.9219
0.14	0.3177	0.02396	0.976	1.4
0.15	0.5243	0.03643	0.9636	2.1
0.16	0.8349	0.05342	0.9466	3
0.17	1.296	0.07615	0.9238	4.2
0.18	1.979	0.1063	0.8937	5.8
0.19	2.952	0.1439	0.8561	7.9
0.2	4.008	0.1796	0.8204	10
SEPQ0.1=0.1185 SEPQ1=0.1642 SEPQ10=0.1980 S1FP=0.1001 N1FP=103739 area=1.82
