tpr	epq	fpr	precision	score
0.01	0	0	1	6.58e-09
0.02	0	0	1	2.37e-07
0.03	0	0	1	2.82e-06
0.04	8.92e-05	5.497e-05	0.9999	2e-05
0.05	0.0002676	0.0001319	0.9999	8.87e-05
0.06	0.0008028	0.0003297	0.9997	0.000263
0.07	0.001516	0.0005337	0.9995	0.000648
0.08	0.001962	0.0006043	0.9994	0.0014
0.09	0.002765	0.0007568	0.9992	0.0025
0.1	0.004282	0.001054	0.9989	0.0043
0.11	0.006065	0.001357	0.9986	0.0068
0.12	0.008028	0.001646	0.9984	0.0102
0.13	0.009723	0.00184	0.9982	0.0147
0.14	0.01231	0.002163	0.9978	0.0208
0.15	0.01516	0.002486	0.9975	0.0285
0.16	0.02025	0.00311	0.9969	0.0377
0.17	0.0256	0.003699	0.9963	0.0495
0.18	0.03158	0.004306	0.9957	0.0637
0.19	0.03898	0.005032	0.995	0.0803
0.2	0.04505	0.005522	0.9945	0.0996
0.21	0.05459	0.006368	0.9936	0.123
0.22	0.06494	0.007224	0.9928	0.1499
0.23	0.07644	0.008127	0.9919	0.1816
0.24	0.09357	0.00952	0.9905	0.2188
0.25	0.1165	0.01136	0.9886	0.2615
0.26	0.1373	0.01285	0.9872	0.3088
0.27	0.1685	0.01515	0.9848	0.365
0.28	0.2045	0.01769	0.9823	0.4286
0.29	0.2484	0.02068	0.9793	0.501
0.3	0.2967	0.0238	0.9762	0.5856
0.31	0.3569	0.0276	0.9724	0.6774
0.32	0.4299	0.03206	0.9679	0.7831
0.33	0.5083	0.03659	0.9634	0.9004
0.34	0.6063	0.04211	0.9579	1
0.35	0.7098	0.04761	0.9524	1.2
0.36	0.8473	0.05484	0.9452	1.3
0.37	0.996	0.06223	0.9378	1.5
0.38	1.166	0.07035	0.9296	1.7
0.39	1.37	0.0797	0.9203	1.9
0.4	1.614	0.09047	0.9095	2.1
0.41	1.899	0.1025	0.8975	2.4
0.42	2.233	0.1159	0.8841	2.7
0.43	2.59	0.1293	0.8707	2.9
0.44	3.004	0.1441	0.8559	3.2
0.45	3.496	0.1607	0.8393	3.6
0.46	4.063	0.1788	0.8212	3.9
0.47	4.724	0.1986	0.8014	4.4
0.48	5.489	0.2199	0.7801	4.8
0.49	6.355	0.2423	0.7577	5.2
0.5	7.353	0.2661	0.7339	5.7
0.51	8.482	0.2908	0.7092	6.3
0.52	9.756	0.3162	0.6838	6.8
0.53	11.23	0.3432	0.6568	7.4
0.54	12.88	0.3703	0.6297	8.1
0.55	14.74	0.3979	0.6021	8.8
0.56	16.97	0.4277	0.5723	9.5
0.57	19.49	0.4573	0.5427	10.3
0.58	22.23	0.4859	0.5141	11.1
0.59	25.44	0.5153	0.4847	12
0.6	29.13	0.5448	0.4552	13
0.61	33.32	0.5739	0.4261	14
0.62	38.08	0.6022	0.3978	15
0.63	43.45	0.6297	0.3703	16.2
0.64	49.92	0.6579	0.3421	17.5
0.65	57.25	0.6847	0.3153	18.8
0.66	65.92	0.7112	0.2888	20.3
0.67	75.51	0.7353	0.2647	21.8
0.68	86.69	0.7586	0.2414	23.5
0.69	99.94	0.7812	0.2188	25.3
0.7	115.2	0.8023	0.1977	27.3
0.71	133.3	0.8223	0.1777	29.5
0.72	152.9	0.8396	0.1604	31.8
0.73	176	0.856	0.144	34.3
0.74	203.1	0.8712	0.1288	37
0.75	232.9	0.8845	0.1155	39.9
0.76	266.8	0.8964	0.1036	43
0.77	305.9	0.9074	0.09264	46.5
0.78	351.6	0.9174	0.08256	50.3
0.79	403.6	0.9264	0.07355	54.5
0.8	459.2	0.934	0.066	58.8
0.81	521.8	0.9408	0.05924	63.5
0.82	596.1	0.9472	0.05285	69
0.83	679.2	0.9528	0.04723	75.1
0.84	768.6	0.9575	0.04245	81.5
0.85	873.6	0.962	0.03797	89
0.86	989.9	0.966	0.03404	97.4
0.87	1118	0.9694	0.03059	106.7
0.88	1267	0.9726	0.0274	117.7
0.89	1433	0.9754	0.02457	130.5
0.9	1629	0.9781	0.02193	146.2
0.91	1849	0.9804	0.01958	165
0.92	2093	0.9825	0.01752	187.8
0.93	2381	0.9844	0.0156	217.5
0.94	2728	0.9862	0.01378	258.9
0.95	3138	0.9879	0.01213	318.2
0.96	3625	0.9894	0.01063	410.1
0.97	4233	0.9908	0.009209	579.4
0.98	5247	0.9925	0.007519	1206
0.99	6647	0.994	0.005984	1e+06
SEPQ0.1=0.2429 SEPQ1=0.3703 SEPQ10=0.5218 S1FP=0.5501 N1FP=250173 area=12.9
