tpr	epq	fpr	precision	score
0.01	0	0	1	0.8797
0.02	0.0001784	0.0002198	0.9998	0.8498
0.03	0.000446	0.0003664	0.9996	0.8262
0.04	0.001784	0.001098	0.9989	0.8061
0.05	0.004727	0.002325	0.9977	0.7886
0.06	0.008652	0.003542	0.9965	0.7744
0.07	0.01267	0.004441	0.9956	0.7614
0.08	0.01784	0.005467	0.9945	0.7501
0.09	0.02738	0.007445	0.9926	0.7398
0.1	0.03595	0.008784	0.9912	0.7302
0.11	0.04861	0.01078	0.9892	0.7213
0.12	0.06244	0.01266	0.9873	0.7131
0.13	0.0768	0.01435	0.9856	0.7056
0.14	0.09633	0.01668	0.9833	0.6981
0.15	0.1201	0.01936	0.9806	0.6908
0.16	0.1461	0.02202	0.978	0.684
0.17	0.1775	0.02509	0.9749	0.677
0.18	0.2105	0.02802	0.972	0.6709
0.19	0.2532	0.03181	0.9682	0.6651
0.2	0.302	0.03589	0.9641	0.6592
0.21	0.3617	0.04073	0.9593	0.6535
0.22	0.4243	0.04538	0.9546	0.648
0.23	0.505	0.05134	0.9487	0.6426
0.24	0.5995	0.058	0.942	0.6372
0.25	0.7071	0.06518	0.9348	0.6319
0.26	0.8343	0.0733	0.9267	0.6269
0.27	0.9738	0.08165	0.9183	0.6219
0.28	1.12	0.08978	0.9102	0.6172
0.29	1.282	0.09825	0.9017	0.6126
0.3	1.484	0.1087	0.8913	0.6079
0.31	1.702	0.1192	0.8808	0.6034
0.32	1.965	0.1315	0.8685	0.599
0.33	2.237	0.1432	0.8568	0.5948
0.34	2.553	0.1562	0.8438	0.5907
0.35	2.885	0.1689	0.8311	0.5867
0.36	3.274	0.1831	0.8169	0.5826
0.37	3.667	0.1963	0.8037	0.5788
0.38	4.102	0.2102	0.7898	0.5749
0.39	4.562	0.2238	0.7762	0.5712
0.4	5.054	0.2375	0.7625	0.5675
0.41	5.598	0.2518	0.7482	0.5636
0.42	6.186	0.2664	0.7336	0.5598
0.43	6.801	0.2805	0.7195	0.5563
0.44	7.46	0.2948	0.7052	0.5527
0.45	8.183	0.3095	0.6905	0.5491
0.46	8.939	0.3239	0.6761	0.5456
0.47	9.765	0.3387	0.6613	0.5421
0.48	10.6	0.3526	0.6474	0.5386
0.49	11.5	0.3666	0.6334	0.5352
0.5	12.43	0.38	0.62	0.5319
0.51	13.41	0.3933	0.6067	0.5286
0.52	14.49	0.4073	0.5927	0.5252
0.53	15.67	0.4216	0.5784	0.5218
0.54	16.87	0.4351	0.5649	0.5185
0.55	18.15	0.4486	0.5514	0.5152
0.56	19.58	0.463	0.537	0.5118
0.57	21.1	0.4772	0.5228	0.5084
0.58	22.77	0.4918	0.5082	0.5049
0.59	24.45	0.5054	0.4946	0.5017
0.6	26.38	0.5202	0.4798	0.4982
0.61	28.38	0.5342	0.4658	0.4948
0.62	30.67	0.5495	0.4505	0.4912
0.63	33.1	0.5643	0.4357	0.4876
0.64	35.69	0.5789	0.4211	0.4841
0.65	38.53	0.5937	0.4063	0.4805
0.66	41.69	0.609	0.391	0.4768
0.67	45.17	0.6243	0.3757	0.473
0.68	48.97	0.6397	0.3603	0.4692
0.69	53.22	0.6553	0.3447	0.4654
0.7	57.86	0.6708	0.3292	0.4614
0.71	62.81	0.6856	0.3144	0.4576
0.72	68.35	0.7006	0.2994	0.4536
0.73	74.56	0.7157	0.2843	0.4495
0.74	81.34	0.7304	0.2696	0.4455
0.75	88.99	0.7452	0.2548	0.4414
0.76	97.76	0.7603	0.2397	0.4371
0.77	107.1	0.7742	0.2258	0.4329
0.78	118.6	0.7894	0.2106	0.4283
0.79	131.3	0.8039	0.1961	0.4238
0.8	146.8	0.8189	0.1811	0.4189
0.81	163.7	0.8328	0.1672	0.4142
0.82	183.8	0.8467	0.1533	0.4093
0.83	207.9	0.8606	0.1394	0.4041
0.84	235.9	0.8738	0.1262	0.3988
0.85	269.1	0.8864	0.1136	0.3933
0.86	310	0.8988	0.1012	0.3875
0.87	360.4	0.9108	0.08918	0.3814
0.88	425.7	0.9226	0.07737	0.3746
0.89	506.3	0.9334	0.06656	0.3676
0.9	614.2	0.9439	0.05611	0.3598
0.91	751.5	0.9532	0.04682	0.3518
0.92	927.4	0.9613	0.03868	0.3435
0.93	1160	0.9685	0.0315	0.3348
0.94	1469	0.9747	0.02531	0.3256
0.95	1907	0.9802	0.01981	0.3156
0.96	2555	0.985	0.01501	0.3042
0.97	3544	0.989	0.01098	0.291
0.98	5045	0.9922	0.007818	0.2754
0.99	7242	0.9945	0.005515	0.2554
1	1.114e+04	0.9964	0.003627	0.04151
SEPQ0.1=0.1419 SEPQ1=0.2718 SEPQ10=0.4729 S1FP=0.7700 N1FP=350178 area=11.1
