tpr	epq	fpr	precision	score
0.01	0	0	1	7.31e-26
0.02	0	0	1	2.33e-21
0.03	0	0	1	4.34e-18
0.04	0	0	1	1.65e-15
0.05	0	0	1	1.39e-13
0.06	0.0003568	0.0001466	0.9999	3.76e-12
0.07	0.000892	0.000314	0.9997	4.63e-11
0.08	0.003568	0.001098	0.9989	3.72e-10
0.09	0.004638	0.001269	0.9987	2.12e-09
0.1	0.007136	0.001756	0.9982	9.66e-09
0.11	0.009812	0.002194	0.9978	3.48e-08
0.12	0.01445	0.00296	0.997	1.13e-07
0.13	0.01882	0.003556	0.9964	3.23e-07
0.14	0.02498	0.004379	0.9956	8.66e-07
0.15	0.03586	0.005859	0.9941	2.08e-06
0.16	0.04513	0.006906	0.9931	4.86e-06
0.17	0.06065	0.008719	0.9913	1.06e-05
0.18	0.07956	0.01078	0.9892	2.22e-05
0.19	0.1012	0.01295	0.987	4.37e-05
0.2	0.1283	0.01556	0.9844	8.41e-05
0.21	0.1638	0.01886	0.9811	0.000159
0.22	0.2052	0.02248	0.9775	0.00029
0.23	0.2553	0.02663	0.9734	0.000516
0.24	0.3148	0.03132	0.9687	0.000896
0.25	0.4009	0.03802	0.962	0.0015
0.26	0.5054	0.04573	0.9543	0.0025
0.27	0.641	0.05529	0.9447	0.0042
0.28	0.8044	0.06614	0.9339	0.0068
0.29	1.009	0.079	0.921	0.0109
0.3	1.267	0.09427	0.9057	0.0173
0.31	1.571	0.1111	0.8889	0.0271
0.32	1.96	0.1312	0.8688	0.042
0.33	2.402	0.1521	0.8479	0.0646
0.34	2.943	0.1759	0.8241	0.0984
0.35	3.609	0.2027	0.7973	0.1496
0.36	4.412	0.232	0.768	0.226
0.37	5.348	0.2627	0.7373	0.336
0.38	6.5	0.2966	0.7034	0.4993
0.39	7.879	0.3325	0.6675	0.7385
0.4	9.49	0.369	0.631	1.1
0.41	11.54	0.4095	0.5905	1.6
0.42	13.77	0.447	0.553	2.3
0.43	16.51	0.4863	0.5137	3.4
0.44	19.74	0.5251	0.4749	5
0.45	23.54	0.5632	0.4368	7.2
0.46	27.33	0.5951	0.4049	10
SEPQ0.1=0.1894 SEPQ1=0.2896 SEPQ10=0.4028 S1FP=0.2888 N1FP=131336 area=7.54
