tpr	epq	fpr	precision	score
0.01	0	0	1	0.8797
0.02	0.0003568	0.0004396	0.9996	0.8498
0.03	0.000892	0.0007324	0.9993	0.8262
0.04	0.003211	0.001975	0.998	0.8061
0.05	0.008385	0.004117	0.9959	0.7886
0.06	0.01552	0.006336	0.9937	0.7744
0.07	0.02319	0.008101	0.9919	0.7614
0.08	0.03282	0.01001	0.99	0.7501
0.09	0.04888	0.01321	0.9868	0.7398
0.1	0.0644	0.01563	0.9844	0.7302
0.11	0.08724	0.01918	0.9808	0.7213
0.12	0.112	0.0225	0.9775	0.7131
0.13	0.137	0.02532	0.9747	0.7056
0.14	0.1712	0.02926	0.9707	0.6981
0.15	0.2134	0.03388	0.9661	0.6908
0.16	0.2597	0.03848	0.9615	0.684
0.17	0.3126	0.04337	0.9566	0.677
0.18	0.372	0.04847	0.9515	0.6709
0.19	0.4448	0.05457	0.9454	0.6651
0.2	0.5289	0.06121	0.9388	0.6592
0.21	0.6326	0.06913	0.9309	0.6535
0.22	0.742	0.07677	0.9232	0.648
0.23	0.8827	0.08643	0.9136	0.6426
0.24	1.047	0.09708	0.9029	0.6372
0.25	1.232	0.1083	0.8917	0.6319
0.26	1.452	0.121	0.879	0.6269
0.27	1.693	0.1339	0.8661	0.6219
0.28	1.95	0.1465	0.8535	0.6172
0.29	2.231	0.1594	0.8406	0.6126
0.3	2.575	0.1746	0.8254	0.6079
0.31	2.943	0.1896	0.8104	0.6034
0.32	3.385	0.2068	0.7932	0.599
0.33	3.844	0.2231	0.7769	0.5948
0.34	4.372	0.2407	0.7593	0.5907
0.35	4.921	0.2574	0.7426	0.5867
0.36	5.561	0.2758	0.7242	0.5826
0.37	6.201	0.2924	0.7076	0.5788
0.38	6.898	0.3091	0.6909	0.5749
0.39	7.629	0.3253	0.6747	0.5712
0.4	8.415	0.3415	0.6585	0.5675
0.41	9.269	0.3579	0.6421	0.5636
0.42	10.18	0.374	0.626	0.5598
0.43	11.12	0.3894	0.6106	0.5563
0.44	12.13	0.4046	0.5954	0.5527
0.45	13.2	0.4197	0.5803	0.5491
0.46	14.31	0.434	0.566	0.5456
0.47	15.49	0.4483	0.5517	0.5421
0.48	16.7	0.4616	0.5384	0.5386
0.49	17.96	0.4747	0.5253	0.5352
0.5	19.25	0.4869	0.5131	0.5319
0.51	20.58	0.4987	0.5013	0.5286
0.52	22.04	0.5109	0.4891	0.5252
0.53	23.6	0.5233	0.4767	0.5218
0.54	25.17	0.5347	0.4653	0.5185
0.55	26.83	0.546	0.454	0.5152
0.56	28.64	0.5577	0.4423	0.5118
0.57	30.56	0.5693	0.4307	0.5084
0.58	32.63	0.581	0.419	0.5049
0.59	34.69	0.5918	0.4082	0.5017
0.6	37.03	0.6034	0.3966	0.4982
0.61	39.42	0.6143	0.3857	0.4948
0.62	42.12	0.6261	0.3739	0.4912
0.63	44.97	0.6376	0.3624	0.4876
0.64	47.94	0.6487	0.3513	0.4841
0.65	51.19	0.66	0.34	0.4805
0.66	54.76	0.6716	0.3284	0.4768
0.67	58.65	0.6834	0.3166	0.473
0.68	62.86	0.695	0.305	0.4692
0.69	67.54	0.707	0.293	0.4654
0.7	72.59	0.7188	0.2812	0.4614
0.71	77.95	0.7302	0.2698	0.4576
0.72	83.89	0.7418	0.2582	0.4536
0.73	90.51	0.7535	0.2465	0.4495
0.74	97.69	0.765	0.235	0.4455
0.75	105.7	0.7766	0.2234	0.4414
0.76	114.9	0.7885	0.2115	0.4371
0.77	124.7	0.7996	0.2004	0.4329
0.78	136.6	0.8119	0.1881	0.4283
0.79	149.7	0.8237	0.1763	0.4238
0.8	165.6	0.8361	0.1639	0.4189
0.81	182.9	0.8477	0.1523	0.4142
0.82	203.4	0.8594	0.1406	0.4093
0.83	227.9	0.8713	0.1287	0.4041
0.84	256.3	0.8826	0.1174	0.3988
0.85	289.9	0.8937	0.1063	0.3933
0.86	331.2	0.9047	0.09529	0.3875
0.87	382.1	0.9154	0.08456	0.3814
0.88	447.7	0.9262	0.07384	0.3746
0.89	528.8	0.9361	0.06391	0.3676
0.9	637	0.9458	0.0542	0.3598
0.91	774.8	0.9545	0.04548	0.3518
0.92	951.1	0.9622	0.03776	0.3435
0.93	1184	0.9691	0.03088	0.3348
0.94	1493	0.9751	0.0249	0.3256
0.95	1932	0.9804	0.01956	0.3156
0.96	2580	0.9851	0.01487	0.3042
0.97	3569	0.9891	0.0109	0.291
0.98	5071	0.9922	0.007779	0.2754
0.99	7267	0.9945	0.005496	0.2554
1	1.117e+04	0.9964	0.003619	0.04151
SEPQ0.1=0.1151 SEPQ1=0.2373 SEPQ10=0.4181 S1FP=0.4472 N1FP=203386 area=8.46
