tpr	epq	fpr	precision	score
0.01	0	0	1	5.77e-29
0.02	0	0	1	5.41e-19
0.03	0	0	1	3.16e-13
0.04	0.0001784	0.0001099	0.9999	1.4e-09
0.05	0.0005352	0.0002638	0.9997	3.78e-07
0.06	0.001962	0.0008056	0.9992	2.29e-05
0.07	0.004638	0.001631	0.9984	0.000566
0.08	0.0223	0.006825	0.9932	0.008
0.09	0.09669	0.0258	0.9742	0.057
0.1	0.3877	0.08723	0.9128	0.3
0.11	1.301	0.2258	0.7742	1.2
0.12	3.533	0.4205	0.5795	3.9
0.13	7.695	0.5945	0.4055	10
SEPQ0.1=0.0903 SEPQ1=0.1078 SEPQ10=0.1294 S1FP=0.1031 N1FP=46891 area=0.63
